YEAR,MAX,MIN
1947,81.3,67.3
1948,83.3,68.4
1949,92.3,72.3
1950,78.3,60.3
1951,76.3,49.3
1952,87.3,60.3
1953,90.3,69.3
1954,75.4,63.3
1955,90.3,67.3
1956,69.3,60.3
1957,81.3,59.4
1958,85.3,70.3
1959,86.4,66.0
1960,76.3,55.0
1961,69.4,53.4
1962,81.3,66.0
1963,85.3,50.0
1964,83.3,46.0
1965,79.0,63.0
1966,90.0,70.0
1967,64.9,50.0
1968,78.4,53.4
1969,90.0,71.1
1973,81.9,59.9
1974,77.0,55.9
1975,82.0,64.9
1976,81.0,59.0
1977,95.0,77.0
1978,82.0,61.0
1979,73.9,46.9
1980,93.9,59.0
1981,82.9,64.9
1982,95.0,59.9
1983,79.0,61.0
1984,84.0,57.0
1985,91.0,60.1
1986,91.0,60.1
1987,82.0,62.1
1988,98.1,55.9
1989,88.0,60.1
1990,96.1,68.0
1991,88.0,63.0
1992,84.0,57.0
1993,89.1,75.0
1994,93.9,73.9
1995,84.0,64.9
1996,84.9,55.9
1997,77.0,54.0
1998,77.0,63.0
1999,93.6,79.3
2000,84.0,61.0
2001,88.0,61.0
2002,90.0,68.0
2003,93.9,68.0
2004,80.1,62.6
2005,87.1,63.0
2006,78.1,60.1
2007,89.6,71.1
2008,80.1,52.0
2009,81.0,57.0
2010,91.0,68.0
2011,91.0,64.9
2012,102.9,79.0
2013,86.0,55.9
2014,79.0,57.9
2015,82.9,59.0
2016,87.1,66.0
2017,89.1,64.0
2018,93.0,75.0
