YEAR,MAX,MIN
1947,54.3,42.4
1948,62.4,38.3
1949,88.3,51.3
1950,67.3,42.4
1951,78.3,54.3
1952,72.3,45.3
1953,55.4,40.3
1954,69.3,37.4
1955,87.3,60.3
1956,57.4,40.3
1957,45.3,40.3
1958,75.4,60.3
1959,89.4,66.9
1960,75.4,53.1
1961,60.4,32.0
1962,77.4,45.0
1963,75.4,54.0
1964,80.4,49.3
1965,80.1,62.1
1966,55.9,39.0
1967,50.0,32.0
1968,80.1,43.3
1969,82.4,52.3
1973,63.0,30.2
1974,63.0,52.9
1975,68.0,54.0
1976,54.0,36.9
1977,64.9,45.0
1978,60.1,32.9
1979,72.9,46.9
1980,75.9,43.0
1981,77.0,34.0
1982,78.1,37.9
1983,57.0,41.0
1984,55.0,36.0
1985,71.1,34.0
1986,60.1,34.0
1987,59.0,43.0
1988,75.0,39.0
1989,66.0,39.9
1990,68.0,37.9
1991,69.1,39.9
1992,75.9,48.9
1993,70.0,52.0
1994,62.1,35.1
1995,62.1,39.0
1996,64.9,39.9
1997,55.9,42.1
1998,57.2,48.2
1999,77.0,50.0
2000,75.9,48.0
2001,86.0,64.9
2002,53.1,37.9
2003,57.0,34.0
2004,54.0,30.0
2005,52.0,33.1
2006,73.0,50.0
2007,66.0,42.1
2008,68.0,46.4
2009,70.0,43.0
2010,72.0,50.0
2011,59.0,39.9
2012,86.0,57.0
2013,48.9,39.2
2014,66.9,46.0
2015,78.1,50.0
2016,66.9,39.9
2017,55.9,35.1
2018,86.0,57.9
