YEAR,MAX,MIN
1947,46.4,33.4
1948,57.4,37.4
1949,71.2,42.4
1950,52.3,31.3
1951,56.3,41.4
1952,78.3,53.4
1953,63.3,28.4
1954,75.4,45.3
1955,75.4,45.3
1956,68.4,42.4
1957,72.3,44.4
1958,65.3,45.3
1959,47.3,28.9
1960,73.4,55.0
1961,69.4,50.4
1962,80.4,44.1
1963,66.9,45.3
1964,72.3,46.0
1965,63.0,43.0
1966,55.0,37.9
1967,69.1,52.0
1968,69.4,53.1
1969,66.4,47.3
1973,77.0,61.0
1974,73.9,62.1
1975,46.9,34.0
1976,66.9,50.9
1977,77.9,64.0
1978,51.1,32.9
1979,68.9,45.0
1980,79.0,45.9
1981,54.0,28.9
1982,53.1,30.0
1983,60.1,27.0
1984,55.9,34.0
1985,88.0,63.0
1986,57.9,36.0
1987,86.0,41.0
1988,54.0,28.9
1989,69.1,37.9
1990,66.0,46.9
1991,53.1,37.9
1992,71.1,46.0
1993,54.0,28.9
1994,63.0,37.9
1995,52.0,41.0
1996,64.0,39.9
1997,54.0,41.0
1998,52.0,48.0
1999,60.1,46.0
2000,52.0,37.9
2001,82.0,51.1
2002,48.0,39.0
2003,55.0,46.4
2004,64.0,45.0
2005,70.0,42.1
2006,75.0,44.1
2007,77.0,41.0
2008,75.0,42.1
2009,53.1,37.0
2010,64.0,37.9
2011,50.0,32.0
2012,53.1,36.0
2013,54.0,28.9
2014,75.0,59.0
2015,53.1,39.0
2016,71.1,55.9
2017,57.9,44.1
2018,61.0,36.0
