YEAR,MAX,MIN
1947,75.4,62.4
1948,80.2,60.3
1949,78.3,51.3
1950,83.3,68.4
1951,82.4,63.3
1952,84.4,57.4
1953,92.3,71.2
1954,78.3,59.4
1955,90.3,70.3
1956,73.4,63.3
1957,88.3,70.3
1958,79.3,59.4
1959,84.0,60.4
1960,85.3,61.0
1961,77.4,71.1
1962,80.4,58.3
1963,85.3,62.1
1964,91.4,69.1
1965,69.1,60.1
1966,84.9,61.0
1967,84.9,59.0
1968,75.4,58.3
1969,80.1,61.0
1973,77.0,59.9
1974,77.0,60.1
1975,93.0,75.0
1976,78.1,54.9
1977,88.0,56.8
1978,81.0,57.9
1979,84.9,63.0
1980,90.0,68.0
1981,84.9,55.9
1982,84.9,63.0
1983,93.0,66.0
1984,86.0,51.1
1985,75.0,60.1
1986,89.1,61.0
1987,97.0,73.0
1988,100.0,64.0
1989,82.0,63.0
1990,75.9,51.1
1991,93.0,59.0
1992,78.1,57.9
1993,84.0,61.0
1994,87.1,64.0
1995,95.0,71.1
1996,75.0,57.9
1997,84.9,64.0
1998,84.0,59.0
1999,84.0,69.1
2000,82.9,62.1
2001,93.9,75.9
2002,93.9,75.0
2003,86.0,64.0
2004,88.0,64.0
2005,93.0,69.1
2006,99.0,80.1
2007,91.9,69.1
2008,89.1,68.0
2009,81.0,61.0
2010,86.0,64.9
2011,91.0,73.9
2012,90.0,68.0
2013,81.0,61.0
2014,84.9,62.1
2015,87.1,64.0
2016,84.0,64.9
2017,86.0,66.9
2018,84.9,63.0
