YEAR,MAX,MIN
1947,87.3,72.3
1948,73.4,50.4
1949,75.4,45.3
1950,81.3,60.3
1951,86.4,61.3
1952,89.2,61.3
1953,83.3,58.3
1954,68.4,60.3
1955,84.4,63.3
1956,79.3,59.4
1957,76.3,57.4
1958,79.3,51.3
1959,84.9,50.0
1960,72.3,54.0
1961,89.4,66.9
1962,73.0,52.3
1963,79.3,57.0
1964,93.4,65.3
1965,81.0,58.3
1966,82.0,46.9
1967,64.0,54.0
1968,62.1,55.4
1969,70.0,46.0
1973,75.9,53.1
1974,84.0,66.0
1975,82.0,57.0
1976,75.9,46.9
1977,77.9,54.0
1978,92.8,64.9
1979,84.9,63.0
1980,73.9,52.0
1981,86.0,62.1
1982,84.0,46.9
1983,95.0,70.0
1984,77.0,63.0
1985,84.9,62.1
1986,87.1,69.1
1987,81.0,54.0
1988,84.9,50.0
1989,75.0,57.0
1990,86.0,62.1
1991,93.9,70.0
1992,68.0,52.0
1993,73.9,48.9
1994,86.0,60.1
1995,69.1,48.0
1996,82.0,57.0
1997,71.1,59.0
1998,77.0,48.9
1999,73.9,48.9
2000,84.9,66.9
2001,77.0,53.1
2002,90.0,66.0
2003,82.9,61.0
2004,80.1,51.1
2005,91.9,61.0
2006,70.0,60.1
2007,80.1,60.1
2008,72.0,48.0
2009,86.0,64.0
2010,72.0,50.0
2011,78.1,55.9
2012,75.0,52.0
2013,95.0,68.0
2014,80.1,63.0
2015,77.0,54.0
2016,81.0,63.0
2017,72.0,50.0
2018,73.9,55.9
