YEAR,MAX,MIN
1947,92.3,78.3
1948,76.3,65.3
1949,80.2,70.3
1950,79.3,50.4
1951,78.3,52.3
1952,80.2,55.4
1953,85.3,61.3
1954,78.3,54.3
1955,81.3,58.3
1956,85.3,68.4
1957,83.3,64.4
1958,85.3,67.3
1959,91.4,70.0
1960,83.3,61.3
1961,81.3,48.0
1962,75.4,63.0
1963,78.1,57.4
1964,70.3,45.3
1965,87.1,70.0
1966,77.0,60.1
1967,75.9,46.0
1968,87.4,64.0
1969,84.9,68.0
1973,82.0,59.9
1974,81.0,68.0
1975,88.0,77.0
1976,86.0,66.9
1977,82.0,61.0
1978,88.0,63.9
1979,74.8,63.9
1980,78.1,63.0
1981,84.9,63.0
1982,77.0,46.9
1983,82.9,59.0
1984,80.1,55.9
1985,88.0,64.0
1986,78.1,50.0
1987,88.0,63.0
1988,93.0,75.0
1989,82.9,57.9
1990,73.0,57.9
1991,82.0,54.0
1992,69.1,54.0
1993,86.0,68.0
1994,80.1,66.0
1995,98.1,75.0
1996,82.9,64.9
1997,73.9,62.6
1998,80.1,64.0
1999,79.0,64.4
2000,82.9,59.0
2001,84.0,60.1
2002,89.1,66.9
2003,81.0,63.0
2004,71.1,48.9
2005,84.9,70.0
2006,84.0,57.9
2007,88.0,66.9
2008,79.0,61.0
2009,86.0,60.1
2010,91.9,73.0
2011,82.9,60.1
2012,75.9,55.0
2013,82.0,57.9
2014,82.0,57.0
2015,84.9,61.0
2016,82.9,73.4
2017,80.1,57.0
2018,89.1,66.0
