YEAR,MAX,MIN
1947,84.4,61.3
1948,84.4,66.4
1949,85.3,56.3
1950,86.4,64.4
1951,63.3,54.3
1952,75.4,60.3
1953,86.4,63.3
1954,85.3,67.3
1955,78.3,57.4
1956,83.3,70.3
1957,89.2,71.2
1958,75.4,51.3
1959,84.9,59.4
1960,78.4,62.4
1961,82.4,60.4
1962,86.4,57.9
1963,77.4,36.3
1964,90.3,62.1
1965,87.1,53.1
1966,86.0,66.0
1967,75.9,57.0
1968,86.0,61.3
1969,66.4,59.0
1973,79.9,59.0
1974,73.9,55.9
1975,89.1,73.9
1976,74.8,59.9
1977,81.0,66.9
1978,78.1,48.9
1979,86.9,59.9
1980,84.9,51.1
1981,75.9,56.8
1982,75.0,48.0
1983,91.9,64.0
1984,84.0,57.0
1985,82.9,59.0
1986,91.9,62.1
1987,86.0,66.0
1988,100.9,71.1
1989,90.0,57.0
1990,82.9,60.1
1991,72.0,63.0
1992,64.0,37.9
1993,86.0,60.1
1994,88.0,57.9
1995,93.0,69.1
1996,86.0,66.0
1997,88.0,66.0
1998,84.9,62.1
1999,84.0,64.0
2000,82.0,63.0
2001,69.1,53.1
2002,91.9,66.9
2003,84.0,55.0
2004,73.9,57.9
2005,89.1,59.0
2006,87.1,66.9
2007,77.0,61.0
2008,82.0,57.0
2009,89.1,68.0
2010,84.9,66.9
2011,84.0,64.4
2012,87.1,64.0
2013,82.0,68.0
2014,84.0,60.1
2015,84.0,66.0
2016,84.0,64.0
2017,88.0,55.0
2018,66.9,59.0
