YEAR,MAX,MIN
1946,55.9,43.3
1947,44.4,30.4
1948,46.4,29.3
1949,68.4,54.3
1950,31.3,27.3
1951,48.4,26.4
1952,46.4,36.3
1953,55.4,28.4
1954,58.3,33.4
1955,51.3,34.3
1956,44.4,30.4
1957,44.4,16.3
1958,51.4,30.4
1959,63.3,39.0
1960,37.4,24.1
1961,48.4,24.1
1962,52.3,31.3
1963,61.3,35.4
1964,63.0,37.4
1965,44.4,26.4
1966,61.0,36.0
1967,56.3,39.9
1968,42.4,29.3
1969,46.0,41.0
1973,39.9,19.0
1974,51.1,46.0
1975,68.0,44.1
1976,54.9,28.9
1977,65.8,34.0
1978,63.0,39.9
1979,45.9,27.9
1980,62.1,34.9
1981,50.0,23.9
1982,62.1,39.9
1983,62.1,41.0
1984,62.1,39.9
1985,48.0,36.0
1986,41.0,18.0
1987,43.0,28.0
1988,50.0,37.0
1989,46.9,33.1
1990,50.0,33.1
1991,45.0,14.0
1992,52.0,44.1
1993,53.1,24.1
1994,51.1,34.0
1995,55.0,41.0
1996,34.0,25.0
1997,43.0,37.0
1998,64.4,43.0
1999,73.9,50.0
2000,43.0,35.6
2001,59.0,27.1
2002,63.0,53.1
2003,51.8,26.1
2004,62.1,37.0
2005,46.9,30.0
2006,68.0,41.0
2007,50.0,28.0
2008,39.0,26.6
2009,63.0,46.0
2010,69.1,39.9
2011,39.9,33.1
2012,66.0,50.0
2013,57.9,35.1
2014,62.1,35.1
2015,55.9,29.1
2016,63.0,41.0
2017,33.1,17.6
2018,37.0,19.9
