YEAR,MAX,MIN
1947,34.3,8.4
1948,28.4,22.5
1949,55.4,34.3
1950,43.3,27.3
1951,41.4,21.4
1952,32.4,19.4
1953,31.3,21.4
1954,29.3,9.3
1955,50.4,34.3
1956,53.4,27.3
1957,33.4,18.3
1958,37.4,30.4
1959,38.3,23.0
1960,19.4,7.0
1961,54.3,37.0
1962,29.3,19.4
1963,39.9,33.1
1964,51.4,34.3
1965,35.1,28.0
1966,55.0,24.4
1967,33.1,26.1
1968,60.4,27.0
1969,42.4,24.4
1973,54.9,36.9
1974,57.0,39.0
1975,34.0,14.0
1976,39.9,34.0
1977,45.9,37.0
1978,21.9,2.8
1979,46.0,33.1
1980,42.1,26.1
1981,39.9,34.0
1982,27.0,19.0
1983,73.0,53.1
1984,39.0,18.0
1985,52.0,28.9
1986,41.0,28.0
1987,48.9,26.1
1988,35.1,21.0
1989,46.0,26.1
1990,37.9,23.0
1991,41.0,19.9
1992,63.0,35.1
1993,43.0,33.1
1994,48.9,36.0
1995,42.1,12.0
1996,36.0,1.0
1997,43.0,33.1
1998,37.9,28.9
1999,36.0,23.0
2000,62.1,21.9
2001,48.9,21.9
2002,21.0,-7.1
2003,34.0,8.1
2004,46.9,37.9
2005,44.1,14.0
2006,41.0,19.9
2007,30.9,14.0
2008,30.9,21.0
2009,44.1,16.0
2010,42.1,21.9
2011,54.0,25.2
2012,35.1,28.0
2013,34.0,15.1
2014,27.0,-2.0
2015,34.0,16.0
2016,39.0,19.9
2017,42.1,21.9
2018,46.0,32.0
