YEAR,MAX,MIN
1947,75.4,54.3
1948,81.3,58.3
1949,86.4,72.3
1950,85.3,54.3
1951,85.3,63.3
1952,79.3,60.3
1953,77.4,59.4
1954,77.4,52.3
1955,95.4,72.3
1956,81.3,66.4
1957,91.2,72.3
1958,77.4,57.4
1959,91.4,69.1
1960,85.3,63.0
1961,72.3,51.4
1962,85.3,64.4
1963,74.3,54.0
1964,77.4,63.0
1965,82.9,63.0
1966,82.0,57.9
1967,84.0,60.1
1968,85.3,66.0
1969,69.1,62.1
1973,91.9,70.9
1974,93.0,68.0
1975,86.0,70.0
1976,83.8,64.9
1977,90.0,69.1
1978,84.9,64.9
1979,84.9,59.0
1980,101.8,72.0
1981,93.0,77.0
1982,82.9,62.1
1983,84.0,45.0
1984,73.9,46.9
1985,89.1,57.9
1986,84.0,63.0
1987,90.0,70.0
1988,97.0,69.1
1989,88.0,62.1
1990,95.0,72.0
1991,93.9,66.9
1992,90.0,57.9
1993,90.0,69.1
1994,87.1,72.0
1995,82.9,57.0
1996,86.0,57.0
1997,84.0,62.1
1998,81.0,68.0
1999,84.9,64.9
2000,84.0,61.0
2001,89.1,62.1
2002,93.0,64.0
2003,88.0,66.9
2004,75.0,54.0
2005,84.9,60.1
2006,84.0,54.0
2007,93.9,64.0
2008,87.1,70.0
2009,77.0,59.0
2010,93.0,71.1
2011,86.0,61.0
2012,98.1,73.0
2013,88.0,70.0
2014,88.0,69.1
2015,71.1,54.0
2016,86.0,68.0
2017,89.1,62.1
2018,88.0,59.0
