YEAR,MAX,MIN
1947,66.4,42.4
1948,78.3,55.4
1949,57.4,44.4
1950,76.3,52.3
1951,81.3,56.3
1952,69.3,40.3
1953,75.4,65.3
1954,70.3,38.3
1955,78.3,47.3
1956,81.3,57.4
1957,76.3,52.3
1958,78.3,43.3
1959,86.4,64.0
1960,65.3,55.0
1961,62.1,36.3
1962,81.0,46.9
1963,66.0,44.4
1964,81.3,39.0
1965,82.0,54.0
1966,71.1,46.9
1967,66.9,44.1
1968,67.3,42.1
1969,57.4,42.4
1973,72.0,46.9
1974,82.0,61.0
1975,78.1,66.9
1976,81.9,55.9
1977,92.8,66.9
1978,77.9,43.0
1979,77.9,41.0
1980,81.0,43.0
1981,79.0,48.9
1982,69.1,43.9
1983,71.1,50.0
1984,77.0,51.1
1985,70.0,43.0
1986,64.9,41.0
1987,89.1,54.0
1988,77.0,50.0
1989,79.0,50.0
1990,62.1,45.0
1991,82.9,46.9
1992,84.9,51.1
1993,66.0,39.9
1994,84.9,41.0
1995,75.9,47.8
1996,79.0,54.0
1997,57.0,39.0
1998,75.9,53.1
1999,77.0,57.0
2000,69.1,44.1
2001,72.0,64.0
2002,57.9,30.9
2003,68.0,44.1
2004,84.0,48.9
2005,72.0,44.1
2006,73.9,37.9
2007,80.1,43.0
2008,66.0,41.0
2009,84.0,61.0
2010,73.9,46.9
2011,75.0,50.0
2012,79.0,57.2
2013,89.1,64.0
2014,86.0,66.0
2015,69.1,39.0
2016,75.0,44.1
2017,64.9,48.0
2018,64.0,44.1
