YEAR,MAX,MIN
1946,70.3,45.3
1947,83.3,53.4
1948,62.4,42.4
1949,67.3,35.4
1950,59.4,46.4
1951,66.4,55.4
1952,61.3,31.3
1953,84.4,52.3
1954,66.4,36.3
1955,60.3,31.3
1956,73.4,47.3
1957,59.4,53.4
1958,69.3,55.4
1959,69.4,46.0
1960,69.4,39.0
1961,58.3,44.4
1962,68.4,39.4
1963,84.4,59.0
1964,54.3,28.4
1965,56.3,44.4
1966,61.0,52.0
1967,71.1,35.1
1968,64.0,43.3
1969,55.9,33.1
1973,71.1,38.8
1974,70.0,43.0
1975,79.0,46.9
1976,46.0,25.0
1977,73.9,46.0
1978,79.9,59.0
1979,83.8,61.0
1980,60.1,36.9
1981,52.0,36.9
1982,52.0,21.9
1983,55.9,48.9
1984,55.0,35.1
1985,64.9,43.0
1986,77.0,50.0
1987,53.1,32.0
1988,55.0,35.1
1989,64.0,30.9
1990,60.1,30.9
1991,75.9,52.0
1992,73.0,39.9
1993,59.0,32.0
1994,72.0,41.0
1995,60.1,35.1
1996,61.0,55.0
1997,43.0,34.0
1998,55.0,34.0
1999,68.0,36.0
2000,69.1,48.0
2001,66.9,48.9
2002,53.1,37.0
2003,64.0,41.0
2004,63.0,45.0
2005,57.9,46.0
2006,57.9,37.0
2007,80.1,48.9
2008,55.0,35.1
2009,69.1,48.0
2010,64.0,33.1
2011,66.0,34.0
2012,68.0,37.0
2013,55.0,28.9
2014,55.9,39.0
2015,75.0,52.0
2016,60.1,37.0
2017,72.0,51.8
2018,64.0,28.2
