YEAR,MAX,MIN
1947,81.3,60.3
1948,60.3,51.3
1949,82.4,55.4
1950,85.3,58.3
1951,65.3,45.3
1952,91.2,65.3
1953,70.3,56.3
1954,81.3,49.3
1955,68.4,63.3
1956,83.3,50.4
1957,81.3,56.3
1958,65.3,40.3
1959,83.3,62.1
1960,71.1,52.3
1961,81.0,55.0
1962,68.4,55.9
1963,90.3,68.0
1964,75.4,46.9
1965,82.0,63.0
1966,84.0,68.0
1967,77.0,64.0
1968,90.3,66.4
1969,73.0,57.4
1973,78.1,60.1
1974,75.0,66.9
1975,75.9,59.0
1976,84.0,52.9
1977,86.9,61.9
1978,82.0,54.9
1979,90.0,50.9
1980,81.0,57.0
1981,86.0,55.0
1982,73.0,39.9
1983,68.0,52.0
1984,89.1,66.0
1985,71.1,39.0
1986,64.0,51.1
1987,87.1,53.1
1988,91.0,57.0
1989,84.0,55.0
1990,80.1,57.9
1991,73.9,50.0
1992,82.9,50.0
1993,73.0,46.0
1994,89.1,69.1
1995,87.1,55.0
1996,73.9,62.1
1997,69.1,57.2
1998,63.0,43.0
1999,91.0,75.9
2000,73.0,44.6
2001,62.1,46.9
2002,66.0,46.0
2003,78.1,46.9
2004,81.0,61.0
2005,89.1,66.0
2006,82.0,48.0
2007,71.1,44.1
2008,87.1,77.0
2009,79.0,44.1
2010,79.0,59.0
2011,93.0,60.1
2012,75.9,52.0
2013,73.0,54.0
2014,81.0,48.9
2015,70.0,51.8
2016,82.0,59.0
2017,75.9,54.0
2018,79.0,48.0
