YEAR,MAX,MIN
1947,80.2,70.3
1948,90.3,61.3
1949,66.4,61.3
1950,65.3,59.4
1951,88.3,68.4
1952,93.4,58.3
1953,73.4,57.4
1954,75.4,47.3
1955,72.3,40.3
1956,82.4,51.3
1957,71.2,63.3
1958,75.4,40.3
1959,72.3,48.4
1960,75.0,52.0
1961,80.4,68.0
1962,91.4,62.1
1963,73.9,57.4
1964,65.3,38.3
1965,73.4,52.3
1966,81.0,54.0
1967,77.0,43.0
1968,80.4,52.0
1969,77.0,55.9
1973,75.9,45.9
1974,75.9,68.0
1975,60.1,46.0
1976,83.8,54.9
1977,77.0,59.0
1978,90.0,70.9
1979,86.9,63.9
1980,75.9,51.1
1981,82.9,63.0
1982,88.0,64.0
1983,77.0,50.9
1984,84.9,57.0
1985,66.9,46.0
1986,79.0,55.9
1987,82.0,57.0
1988,87.1,57.0
1989,75.9,53.1
1990,84.0,64.0
1991,79.0,62.1
1992,75.0,46.9
1993,80.1,60.1
1994,87.1,62.1
1995,77.0,45.0
1996,70.0,51.1
1997,73.9,48.9
1998,87.1,61.0
1999,78.1,59.0
2000,71.1,62.1
2001,82.0,50.0
2002,78.1,48.9
2003,84.0,61.0
2004,84.9,55.9
2005,90.0,68.0
2006,72.0,59.0
2007,71.1,46.0
2008,79.0,55.0
2009,80.1,57.9
2010,82.9,54.0
2011,86.0,57.0
2012,86.0,52.0
2013,91.0,64.9
2014,55.9,46.0
2015,66.9,52.0
2016,79.0,51.1
2017,77.0,52.0
2018,82.0,57.0
