YEAR,MAX,MIN
1947,87.3,66.4
1948,84.4,61.3
1949,63.3,59.4
1950,73.4,45.3
1951,68.4,55.4
1952,66.4,56.3
1953,70.3,48.4
1954,82.4,67.3
1955,74.3,60.3
1956,67.3,39.4
1957,72.3,50.4
1958,76.3,51.3
1959,96.4,73.9
1960,99.3,73.0
1961,88.3,59.4
1962,78.4,39.0
1963,81.3,60.1
1964,94.3,64.9
1965,75.4,63.3
1966,75.0,46.0
1967,80.1,45.0
1968,79.3,46.9
1969,78.1,69.1
1973,77.0,53.1
1974,75.0,53.1
1975,80.1,55.0
1976,84.9,61.9
1977,78.1,61.0
1978,91.0,63.9
1979,83.8,52.9
1980,82.0,62.1
1981,73.9,52.0
1982,69.1,55.9
1983,77.0,53.1
1984,89.1,61.0
1985,97.0,73.0
1986,66.9,42.1
1987,88.0,63.0
1988,75.9,43.0
1989,81.0,66.9
1990,96.1,71.1
1991,90.0,54.0
1992,84.0,63.0
1993,75.0,48.9
1994,77.0,53.1
1995,82.0,60.1
1996,80.1,69.8
1997,81.0,61.0
1998,84.9,68.0
1999,79.0,51.1
2000,88.0,46.9
2001,87.1,61.0
2002,89.1,57.0
2003,86.0,50.0
2004,80.1,55.9
2005,88.0,60.1
2006,82.0,57.0
2007,84.0,71.6
2008,73.9,53.1
2009,77.0,59.0
2010,82.0,63.0
2011,70.0,51.1
2012,86.0,64.0
2013,88.0,57.0
2014,80.1,54.0
2015,91.9,70.0
2016,91.0,75.0
2017,71.1,48.9
2018,70.0,63.0
