YEAR,MAX,MIN
1946,32.4,10.4
1947,34.3,25.3
1948,32.4,30.4
1949,43.3,35.4
1950,19.4,-1.7
1951,21.4,-3.6
1952,34.3,18.3
1953,41.4,20.3
1954,33.4,18.3
1955,14.4,0.3
1956,38.3,24.4
1957,54.3,41.4
1958,39.4,13.3
1959,35.4,24.1
1960,27.0,5.4
1961,36.3,30.4
1962,45.3,35.4
1963,2.3,-13.7
1964,25.3,10.0
1965,34.3,15.1
1966,37.0,30.9
1967,43.0,27.0
1968,47.3,31.3
1969,32.0,26.1
1973,30.0,23.0
1974,32.0,21.9
1975,33.1,10.0
1976,48.9,36.9
1977,41.9,34.9
1978,41.0,32.9
1979,44.1,23.9
1980,36.0,1.9
1981,24.1,3.0
1982,43.0,32.0
1983,6.1,-14.1
1984,30.9,16.0
1985,14.0,-9.0
1986,42.1,25.0
1987,35.1,16.0
1988,55.0,10.0
1989,16.0,1.9
1990,37.0,26.1
1991,30.9,6.1
1992,37.9,24.1
1993,41.0,34.0
1994,37.0,21.9
1995,37.0,30.9
1996,12.9,3.0
1997,48.9,32.0
1998,52.0,33.1
1999,39.9,10.9
2000,19.9,-0.9
2001,48.0,29.1
2002,55.4,39.0
2003,30.9,17.1
2004,37.9,3.9
2005,15.1,-0.9
2006,43.0,24.1
2007,37.0,19.9
2008,32.0,21.0
2009,33.8,30.2
2010,21.0,10.0
2011,50.0,25.2
2012,41.0,31.1
2013,39.0,32.0
2014,32.0,19.0
2015,32.0,15.1
2016,18.0,-13.0
2017,50.0,39.0
