YEAR,MAX,MIN
1946,65.3,29.3
1947,72.3,49.3
1948,65.3,40.3
1949,70.3,39.4
1950,56.3,37.4
1951,70.3,46.4
1952,68.4,38.3
1953,63.3,42.4
1954,73.4,46.4
1955,63.3,37.4
1956,83.3,59.4
1957,65.3,32.4
1958,76.3,48.4
1959,50.0,38.3
1960,79.3,61.3
1961,66.4,47.3
1962,81.3,47.3
1963,72.3,32.4
1964,68.4,30.4
1965,63.3,37.4
1966,66.9,55.0
1967,63.0,51.1
1968,80.4,59.0
1969,70.0,51.1
1973,73.9,61.0
1974,57.9,48.9
1975,87.1,64.0
1976,79.0,47.8
1977,60.1,30.9
1978,62.1,37.9
1979,52.0,37.9
1980,57.9,27.9
1981,69.1,41.0
1982,64.0,41.0
1983,63.0,39.0
1984,71.1,54.0
1985,75.9,46.9
1986,48.9,43.0
1987,64.9,28.0
1988,52.0,25.0
1989,81.0,41.0
1990,64.0,32.0
1991,57.9,34.0
1992,64.0,36.0
1993,54.0,28.0
1994,68.0,35.1
1995,82.9,55.0
1996,75.9,55.9
1997,75.9,50.0
1998,60.1,41.0
1999,75.0,48.0
2000,78.1,43.0
2001,64.9,51.1
2002,55.9,37.4
2003,73.0,41.0
2004,62.1,39.9
2005,72.0,48.9
2006,50.0,30.2
2007,59.0,39.9
2008,84.0,57.0
2009,48.0,34.0
2010,75.9,52.0
2011,78.1,55.0
2012,64.4,41.0
2013,73.0,45.0
2014,66.9,55.0
2015,75.0,48.9
2016,69.1,37.9
2017,73.0,55.0
2018,53.1,32.0
