YEAR,MAX,MIN
1947,72.3,38.3
1948,50.4,42.4
1949,69.3,31.3
1950,66.4,45.3
1951,58.3,39.4
1952,53.4,35.4
1953,77.4,54.3
1954,55.4,44.4
1955,70.3,39.4
1956,82.4,47.3
1957,58.3,45.3
1958,80.2,54.3
1959,79.0,54.0
1960,46.4,37.4
1961,77.4,44.1
1962,60.4,46.9
1963,53.4,41.0
1964,74.3,47.3
1965,64.0,44.1
1966,46.0,35.1
1967,62.1,46.0
1968,64.4,46.9
1969,57.4,39.9
1973,66.9,47.8
1974,66.9,54.0
1975,73.0,48.9
1976,75.9,45.9
1977,73.0,38.8
1978,72.0,59.0
1979,90.0,56.8
1980,72.0,46.9
1981,45.0,35.1
1982,88.0,53.1
1983,73.0,28.0
1984,69.1,53.1
1985,86.0,52.0
1986,80.1,45.0
1987,88.0,61.0
1988,73.9,45.0
1989,61.0,36.0
1990,61.0,36.0
1991,84.9,51.1
1992,82.9,46.0
1993,87.1,53.1
1994,75.0,42.1
1995,68.0,48.9
1996,64.0,38.8
1997,71.1,44.1
1998,71.1,50.0
1999,77.0,57.0
2000,73.4,55.9
2001,81.0,46.0
2002,63.0,44.6
2003,73.9,48.0
2004,84.0,53.1
2005,82.0,46.0
2006,73.9,42.1
2007,84.0,55.9
2008,61.0,37.9
2009,66.9,39.0
2010,57.9,41.0
2011,90.0,62.1
2012,78.1,43.0
2013,60.1,44.1
2014,81.0,46.9
2015,68.0,44.6
2016,69.1,51.1
2017,66.9,44.1
2018,73.0,46.0
