YEAR,MAX,MIN
1947,32.4,28.4
1948,34.3,24.4
1949,39.4,18.3
1950,53.4,37.4
1951,57.4,35.4
1952,34.3,13.5
1953,24.4,10.4
1954,44.4,25.3
1955,25.3,3.4
1956,39.4,28.4
1957,35.4,20.3
1958,36.3,30.4
1959,34.3,17.1
1960,24.4,3.0
1961,38.3,23.4
1962,41.4,30.4
1963,40.3,28.9
1964,53.1,31.3
1965,33.1,30.9
1966,35.4,19.0
1967,30.0,18.0
1968,54.3,19.0
1969,38.3,23.0
1973,63.9,48.0
1974,59.0,43.0
1975,37.0,34.0
1976,39.9,30.9
1977,48.0,32.9
1978,32.0,25.0
1979,39.0,32.9
1980,33.1,6.1
1981,35.1,16.9
1982,24.1,1.2
1983,70.0,53.1
1984,27.0,10.9
1985,42.1,23.0
1986,34.0,7.0
1987,73.0,46.0
1988,55.9,21.0
1989,30.0,17.1
1990,35.1,23.0
1991,34.0,21.0
1992,62.1,46.9
1993,48.0,24.1
1994,57.9,34.0
1995,35.1,28.9
1996,30.0,5.0
1997,45.0,19.4
1998,42.1,30.0
1999,25.0,15.8
2000,77.0,53.6
2001,44.1,21.0
2002,43.0,26.2
2003,35.6,23.0
2004,45.0,37.0
2005,64.0,30.0
2006,44.1,19.9
2007,28.4,21.0
2008,32.0,18.0
2009,64.9,39.0
2010,46.0,21.0
2011,34.0,24.1
2012,66.9,55.0
2013,39.9,26.1
2014,46.9,14.0
2015,43.0,25.0
2016,63.0,34.0
2017,64.9,44.1
2018,41.0,26.1
