YEAR,MAX,MIN
1947,93.4,78.3
1948,81.3,69.3
1949,85.3,70.3
1950,70.3,61.3
1951,83.3,57.4
1952,74.3,61.3
1953,84.4,59.4
1954,70.3,55.4
1955,81.3,61.3
1956,84.4,64.4
1957,84.4,64.4
1958,87.3,71.2
1959,86.4,66.4
1960,77.4,55.0
1961,82.4,63.3
1962,82.4,57.4
1963,83.3,60.1
1964,81.3,59.4
1965,79.0,46.9
1966,73.9,54.0
1967,68.0,52.0
1968,77.4,55.0
1969,81.0,60.1
1973,84.9,66.9
1974,84.9,71.1
1975,90.0,72.0
1976,86.0,70.9
1977,88.0,61.0
1978,81.0,66.9
1979,83.8,59.9
1980,78.1,66.9
1981,79.0,57.9
1982,77.0,48.0
1983,91.0,64.0
1984,82.9,61.0
1985,81.0,57.0
1986,78.1,54.0
1987,82.9,62.1
1988,91.9,72.0
1989,82.9,60.1
1990,82.9,62.1
1991,82.0,54.0
1992,91.0,57.9
1993,88.0,66.0
1994,66.9,55.9
1995,91.9,70.0
1996,75.9,64.9
1997,75.0,64.4
1998,79.0,64.0
1999,84.0,66.9
2000,86.0,61.0
2001,77.0,61.0
2002,93.0,59.0
2003,84.9,61.0
2004,66.9,57.0
2005,90.0,66.9
2006,79.0,70.0
2007,89.1,66.9
2008,77.0,57.9
2009,84.9,70.0
2010,90.0,75.0
2011,81.0,57.0
2012,78.1,55.9
2013,81.0,60.1
2014,82.0,66.9
2015,84.0,64.9
2016,91.9,69.1
2017,84.0,62.1
2018,88.0,68.0
