YEAR,MAX,MIN
1947,41.4,22.5
1948,54.3,52.3
1949,34.3,10.4
1950,34.3,24.4
1951,28.4,17.4
1952,45.3,39.4
1953,49.3,33.4
1954,55.4,40.3
1955,50.4,24.4
1956,35.4,22.5
1957,35.4,31.3
1958,40.3,32.4
1959,65.3,39.0
1960,37.4,21.0
1961,41.4,27.3
1962,43.0,32.4
1963,58.3,30.9
1964,40.3,24.1
1965,18.0,8.1
1966,48.9,35.1
1967,39.9,24.1
1968,62.4,44.4
1969,64.0,36.3
1973,43.0,26.1
1974,48.0,34.0
1975,55.9,39.9
1976,75.0,51.1
1977,45.0,23.9
1978,46.0,32.9
1979,70.0,54.9
1980,55.0,21.9
1981,35.1,15.1
1982,51.1,35.1
1983,39.9,28.9
1984,33.1,27.0
1985,63.0,37.0
1986,59.0,33.1
1987,50.0,36.0
1988,41.0,23.0
1989,37.0,15.1
1990,43.0,23.0
1991,55.9,32.0
1992,41.0,28.0
1993,33.1,14.0
1994,51.1,24.1
1995,66.0,34.0
1996,48.9,21.9
1997,48.0,23.0
1998,44.1,36.0
1999,44.1,28.9
2000,43.0,26.2
2001,46.0,19.9
2002,48.0,35.1
2003,44.1,36.0
2004,52.0,23.2
2005,51.1,33.1
2006,46.9,25.0
2007,61.0,36.0
2008,46.9,35.6
2009,57.0,30.9
2010,64.9,41.0
2011,53.1,28.0
2012,78.1,57.9
2013,35.1,17.1
2014,52.0,27.1
2015,50.0,28.2
2016,48.9,33.1
2017,53.1,28.9
2018,57.0,27.1
