YEAR,MAX,MIN
1946,58.3,30.4
1947,35.4,21.4
1948,40.3,24.4
1949,37.4,21.4
1950,35.4,32.4
1951,60.3,39.4
1952,35.4,25.3
1953,50.4,32.4
1954,31.3,27.3
1955,33.4,9.3
1956,48.4,38.3
1957,53.4,38.3
1958,19.0,5.0
1959,36.0,26.4
1960,57.0,23.4
1961,44.4,32.4
1962,30.0,25.3
1963,45.3,21.4
1964,18.3,-2.9
1965,41.0,18.3
1966,55.0,36.0
1967,46.4,42.1
1968,32.4,17.1
1969,39.0,33.1
1973,36.0,25.0
1974,44.1,30.0
1975,61.0,32.0
1976,30.9,27.9
1977,36.0,0.0
1978,36.0,21.0
1979,54.0,32.0
1980,64.9,36.0
1981,45.0,23.0
1982,63.0,34.0
1983,37.0,23.0
1984,28.0,8.1
1985,34.0,21.0
1986,39.0,16.0
1987,36.0,16.0
1988,53.1,28.9
1989,46.9,27.0
1990,42.1,15.1
1991,33.1,6.1
1992,28.0,14.0
1993,41.0,33.1
1994,48.9,33.1
1995,45.0,23.0
1996,37.9,30.2
1997,32.0,23.0
1998,62.1,42.8
1999,46.9,28.0
2000,28.9,10.0
2001,68.0,37.0
2002,30.0,9.0
2003,43.0,30.0
2004,48.9,26.2
2005,17.1,5.0
2006,35.1,26.1
2007,30.0,0.0
2008,32.0,8.1
2009,36.0,23.0
2010,26.1,8.1
2011,39.9,30.9
2012,45.0,28.2
2013,24.1,17.1
2014,39.9,32.0
2015,46.9,27.0
2016,41.0,25.0
2017,44.1,27.0
2018,33.1,25.0
