YEAR,MAX,MIN
1946,56.3,38.3
1947,57.4,48.4
1948,66.4,53.4
1949,42.4,33.4
1950,39.4,31.3
1951,25.3,14.4
1952,61.3,29.3
1953,45.3,30.4
1954,42.4,34.3
1955,37.4,18.3
1956,57.4,50.4
1957,53.4,40.3
1958,68.4,41.0
1959,53.4,45.3
1960,52.3,41.4
1961,50.4,28.4
1962,42.1,30.9
1963,54.0,45.0
1964,71.4,45.0
1965,66.9,28.4
1966,45.0,25.0
1967,37.9,28.0
1968,55.4,28.0
1969,43.0,39.9
1973,47.8,32.9
1974,45.0,39.9
1975,66.0,61.0
1976,46.9,27.9
1977,70.9,50.0
1978,73.9,53.1
1979,53.1,27.9
1980,66.0,41.9
1981,70.0,44.1
1982,46.0,25.0
1983,53.1,26.1
1984,59.0,45.0
1985,48.9,33.1
1986,46.9,28.0
1987,75.0,55.0
1988,62.1,39.0
1989,53.1,39.0
1990,70.0,37.0
1991,25.0,10.9
1992,42.1,33.1
1993,57.9,37.0
1994,68.0,54.0
1995,33.1,23.0
1996,46.9,37.0
1997,41.0,36.0
1998,44.1,33.1
1999,64.9,26.1
2000,59.0,36.0
2001,66.0,39.0
2002,46.9,24.3
2003,69.1,46.9
2004,53.1,45.0
2005,70.0,54.0
2006,46.9,21.0
2007,55.0,36.0
2008,73.0,50.0
2009,52.0,34.0
2010,54.0,31.1
2011,53.1,41.0
2012,48.0,33.1
2013,57.9,33.1
2014,62.1,44.1
2015,71.1,45.0
2016,66.9,39.9
2017,48.2,44.1
2018,51.8,45.0
