YEAR,MAX,MIN
1947,35.4,23.4
1948,34.3,25.3
1949,39.4,28.4
1950,44.4,32.4
1951,65.3,45.3
1952,29.3,16.3
1953,27.3,21.4
1954,34.3,9.3
1955,35.4,16.3
1956,45.3,38.3
1957,40.3,32.4
1958,37.4,33.4
1959,43.0,22.3
1960,20.3,-0.9
1961,51.4,32.0
1962,34.3,23.0
1963,36.3,28.0
1964,55.4,22.3
1965,35.1,32.0
1966,27.3,21.0
1967,34.0,19.0
1968,43.3,27.3
1969,39.4,32.0
1973,64.0,38.8
1974,59.0,42.1
1975,39.9,30.9
1976,39.0,19.9
1977,37.9,25.0
1978,32.0,18.0
1979,39.0,21.9
1980,26.1,5.9
1981,39.0,18.9
1982,34.0,3.9
1983,75.0,53.1
1984,34.0,18.0
1985,35.1,19.0
1986,39.9,24.1
1987,66.9,28.9
1988,50.0,17.1
1989,28.9,17.1
1990,36.0,27.0
1991,52.0,25.0
1992,63.0,43.0
1993,46.9,24.1
1994,57.0,28.0
1995,37.9,30.9
1996,33.1,14.9
1997,35.1,23.0
1998,37.9,32.0
1999,32.0,24.1
2000,70.0,32.0
2001,34.0,21.0
2002,43.0,12.0
2003,28.0,10.9
2004,45.0,37.0
2005,64.0,35.1
2006,36.0,26.1
2007,24.1,15.8
2008,36.0,21.0
2009,64.9,36.0
2010,45.0,19.9
2011,36.0,26.1
2012,68.0,21.0
2013,34.0,28.0
2014,33.1,16.0
2015,27.0,0.0
2016,52.0,29.1
2017,61.0,52.0
2018,41.0,32.0
