YEAR,MAX,MIN
1947,50.4,37.4
1948,72.3,52.3
1949,70.3,36.3
1950,78.3,57.4
1951,70.3,55.4
1952,83.3,45.3
1953,88.3,60.3
1954,76.3,68.4
1955,68.4,45.3
1956,60.3,49.3
1957,76.3,42.4
1958,64.4,48.4
1959,62.4,46.0
1960,57.4,45.3
1961,75.4,60.1
1962,70.3,36.3
1963,77.4,44.1
1964,65.3,36.3
1965,74.3,51.4
1966,60.1,41.0
1967,69.1,44.1
1968,80.4,50.0
1969,72.0,50.0
1973,66.9,57.9
1974,57.0,43.0
1975,75.0,51.1
1976,75.9,46.9
1977,73.9,57.9
1978,73.9,59.0
1979,84.9,59.9
1980,78.1,52.0
1981,82.9,48.0
1982,84.9,57.9
1983,81.0,48.0
1984,59.0,28.9
1985,75.9,46.0
1986,77.0,57.0
1987,68.0,48.9
1988,78.1,57.0
1989,75.9,43.0
1990,64.9,46.0
1991,82.0,39.0
1992,66.9,36.0
1993,61.0,30.9
1994,82.9,45.0
1995,84.0,57.9
1996,78.1,48.0
1997,69.1,57.0
1998,73.9,57.0
1999,70.0,42.1
2000,77.0,46.9
2001,71.1,44.1
2002,84.9,60.1
2003,57.9,39.9
2004,73.9,36.0
2005,71.1,43.0
2006,68.0,37.0
2007,82.9,50.0
2008,64.0,51.1
2009,62.1,46.9
2010,75.0,52.0
2011,66.0,48.9
2012,79.0,48.0
2013,73.9,46.9
2014,60.1,46.9
2015,68.0,53.1
2016,64.9,59.0
2017,70.0,55.9
2018,62.1,42.1
