YEAR,MAX,MIN
1947,53.4,33.4
1948,71.2,44.4
1949,60.3,34.3
1950,58.3,30.4
1951,53.4,45.3
1952,51.3,26.4
1953,51.3,30.4
1954,72.3,54.3
1955,50.4,33.4
1956,68.4,31.3
1957,47.3,34.3
1958,51.3,33.4
1959,70.3,51.1
1960,54.0,34.0
1961,48.4,25.3
1962,55.9,39.9
1963,55.0,37.0
1964,66.0,36.3
1965,64.0,39.0
1966,43.0,30.9
1967,48.0,39.0
1968,72.3,39.9
1969,71.4,37.9
1973,66.9,39.9
1974,53.1,29.8
1975,41.0,28.0
1976,64.9,39.9
1977,63.0,34.9
1978,73.0,43.9
1979,39.9,23.9
1980,71.1,43.0
1981,73.9,43.0
1982,33.1,7.0
1983,50.0,37.9
1984,52.0,25.0
1985,46.0,28.0
1986,78.1,39.0
1987,62.1,36.0
1988,61.0,37.9
1989,54.0,30.0
1990,45.0,21.9
1991,82.9,57.9
1992,66.0,33.1
1993,55.9,28.0
1994,50.0,21.0
1995,50.0,34.0
1996,39.9,25.0
1997,42.1,26.1
1998,60.1,44.1
1999,77.0,37.9
2000,64.0,35.1
2001,82.9,44.1
2002,45.0,24.3
2003,37.0,30.0
2004,72.0,39.0
2005,80.1,42.1
2006,57.9,37.0
2007,36.0,21.9
2008,64.0,37.0
2009,48.9,28.9
2010,75.9,42.1
2011,59.0,39.0
2012,66.9,33.1
2013,70.0,36.0
2014,57.0,31.1
2015,45.0,37.9
2016,50.0,33.1
2017,54.0,37.0
2018,39.0,19.9
