YEAR,MAX,MIN
1947,71.2,52.3
1948,65.3,47.3
1949,78.3,65.3
1950,61.3,45.3
1951,83.3,50.4
1952,59.4,36.3
1953,73.4,49.3
1954,59.4,42.4
1955,75.4,35.4
1956,78.3,41.4
1957,54.3,46.4
1958,81.3,62.4
1959,76.3,55.0
1960,70.3,46.0
1961,57.0,41.4
1962,91.4,71.1
1963,70.3,51.1
1964,89.4,55.9
1965,79.0,46.9
1966,71.1,53.1
1967,82.0,55.0
1968,66.4,41.0
1969,47.3,43.0
1973,68.0,39.9
1974,57.0,48.9
1975,84.9,50.0
1976,66.0,37.9
1977,91.0,63.9
1978,77.0,51.1
1979,84.9,59.9
1980,61.0,48.9
1981,57.0,43.0
1982,87.1,55.9
1983,64.9,37.0
1984,90.0,61.0
1985,64.9,44.1
1986,55.0,46.9
1987,89.1,51.1
1988,68.0,39.9
1989,80.1,45.0
1990,72.0,48.9
1991,53.1,45.0
1992,82.0,46.0
1993,70.0,42.1
1994,62.1,39.0
1995,64.9,46.9
1996,90.0,72.0
1997,77.0,41.0
1998,90.0,62.1
1999,73.0,57.0
2000,69.1,50.0
2001,80.1,60.8
2002,54.0,34.0
2003,71.1,48.0
2004,80.1,48.9
2005,75.0,48.9
2006,73.0,45.0
2007,71.1,42.1
2008,73.0,46.0
2009,66.0,39.0
2010,64.9,50.0
2011,60.1,39.9
2012,84.9,45.0
2013,80.1,55.0
2014,69.1,39.0
2015,82.0,63.0
2016,64.9,41.0
2017,84.0,62.1
2018,69.1,52.0
