YEAR,MAX,MIN
1947,97.3,80.2
1948,81.3,59.4
1949,80.2,66.4
1950,64.4,60.3
1951,72.3,55.4
1952,78.3,59.4
1953,75.4,50.4
1954,85.3,64.4
1955,94.3,64.4
1956,76.3,69.3
1957,78.3,60.3
1958,71.2,56.3
1959,85.3,63.0
1960,92.3,66.9
1961,87.4,55.9
1962,82.4,48.4
1963,69.4,42.1
1964,77.4,55.0
1965,79.0,62.1
1966,82.9,68.0
1967,81.0,66.0
1968,81.3,59.0
1969,86.0,71.1
1973,86.0,66.9
1974,82.0,57.0
1975,82.0,64.9
1976,84.0,57.9
1977,79.0,50.9
1978,86.0,72.9
1979,78.1,61.9
1980,87.1,57.0
1981,75.0,50.9
1982,82.9,53.1
1983,93.9,68.0
1984,81.0,63.0
1985,84.0,66.9
1986,84.9,62.1
1987,84.0,60.1
1988,98.1,73.9
1989,78.1,53.1
1990,91.0,70.0
1991,84.9,63.0
1992,77.0,48.9
1993,84.9,66.9
1994,82.0,57.9
1995,93.0,72.0
1996,79.0,62.1
1997,69.1,60.8
1998,80.1,69.1
1999,82.9,63.0
2000,75.0,61.0
2001,78.1,61.0
2002,87.1,53.1
2003,84.0,61.0
2004,82.0,61.0
2005,84.0,57.9
2006,86.0,59.0
2007,79.0,59.0
2008,84.9,63.0
2009,82.9,69.1
2010,84.0,63.0
2011,84.0,62.1
2012,77.0,53.1
2013,81.0,57.0
2014,82.9,64.0
2015,88.0,66.9
2016,88.0,70.0
2017,82.0,66.9
2018,84.9,68.0
