YEAR,MAX,MIN
1946,58.3,35.4
1947,30.4,23.4
1948,22.5,13.5
1949,38.3,27.3
1950,22.5,11.3
1951,34.3,22.5
1952,41.4,31.3
1953,38.3,21.4
1954,30.4,20.3
1955,25.3,11.3
1956,35.4,18.3
1957,37.4,22.5
1958,12.4,-7.6
1959,46.4,26.1
1960,35.4,24.1
1961,32.4,13.3
1962,19.9,4.3
1963,28.4,17.4
1964,38.3,21.4
1965,51.4,33.4
1966,35.1,28.9
1967,38.3,36.0
1968,36.3,28.4
1969,44.1,33.1
1973,28.9,18.0
1974,41.0,21.0
1975,35.1,19.0
1976,39.9,19.9
1977,16.0,-7.1
1978,8.1,-10.1
1979,55.9,30.9
1980,33.1,20.8
1981,30.9,16.0
1982,35.1,10.9
1983,33.1,9.0
1984,46.0,21.9
1985,37.0,19.9
1986,24.1,9.0
1987,59.0,36.0
1988,28.0,10.9
1989,36.0,19.0
1990,55.0,30.0
1991,48.0,28.0
1992,34.0,21.9
1993,51.1,33.1
1994,33.1,23.0
1995,14.0,-4.0
1996,43.0,26.1
1997,35.1,33.1
1998,41.0,32.0
1999,46.4,30.2
2000,34.0,27.0
2001,48.0,28.9
2002,45.0,8.1
2003,53.6,33.8
2004,50.0,37.0
2005,28.0,10.9
2006,39.0,19.9
2007,32.0,21.9
2008,30.2,17.6
2009,35.1,0.0
2010,37.0,25.0
2011,28.0,12.0
2012,41.0,30.2
2013,25.0,-6.0
2014,37.9,30.0
2015,57.0,39.9
2016,25.0,18.0
2017,35.1,19.9
2018,35.1,16.0
