YEAR,MAX,MIN
1947,68.4,52.3
1948,84.4,50.4
1949,69.3,40.3
1950,74.3,47.3
1951,66.4,46.4
1952,79.3,48.4
1953,78.3,41.4
1954,71.2,60.3
1955,87.3,58.3
1956,76.3,54.3
1957,72.3,64.4
1958,83.3,67.3
1959,72.0,54.3
1960,77.4,60.4
1961,70.3,41.0
1962,78.4,53.4
1963,78.4,46.4
1964,62.4,53.1
1965,68.0,52.3
1966,62.1,55.9
1967,79.0,64.0
1968,83.3,59.0
1969,80.1,69.1
1973,77.0,48.0
1974,75.9,52.0
1975,64.9,54.0
1976,81.9,61.9
1977,72.9,59.0
1978,80.1,55.9
1979,71.1,46.9
1980,71.1,56.8
1981,75.0,50.9
1982,78.1,59.0
1983,69.1,44.1
1984,64.9,44.1
1985,70.0,39.9
1986,79.0,57.0
1987,81.0,64.9
1988,81.0,50.0
1989,66.0,46.9
1990,73.0,53.1
1991,91.0,66.9
1992,84.0,63.0
1993,55.0,51.1
1994,90.0,71.1
1995,82.0,53.1
1996,66.0,57.0
1997,81.0,57.2
1998,72.0,68.0
1999,66.0,45.0
2000,73.0,51.1
2001,66.0,52.0
2002,82.9,53.1
2003,75.0,54.0
2004,86.0,64.0
2005,75.9,54.0
2006,78.1,53.1
2007,66.0,39.0
2008,72.0,55.9
2009,84.0,57.9
2010,77.0,54.0
2011,59.0,42.1
2012,79.0,50.0
2013,72.0,46.9
2014,64.9,42.1
2015,82.0,52.0
2016,78.1,60.1
2017,87.1,59.0
2018,87.1,64.0
