YEAR,MAX,MIN
1947,73.4,49.3
1948,78.3,50.4
1949,82.4,69.3
1950,80.2,60.3
1951,69.3,58.3
1952,83.3,66.4
1953,85.3,61.3
1954,91.2,64.4
1955,54.3,50.4
1956,94.3,68.4
1957,75.4,58.3
1958,70.3,57.4
1959,82.0,53.4
1960,63.3,55.9
1961,88.3,61.3
1962,72.3,44.4
1963,80.4,48.4
1964,91.4,64.9
1965,64.0,46.9
1966,75.0,64.0
1967,82.9,71.1
1968,76.3,43.0
1969,81.0,50.4
1973,83.8,59.0
1974,73.9,54.0
1975,84.9,55.9
1976,93.9,64.9
1977,68.0,56.8
1978,77.9,41.9
1979,73.0,54.9
1980,79.0,52.0
1981,84.0,62.1
1982,78.1,46.9
1983,92.8,63.0
1984,91.0,55.9
1985,69.1,39.9
1986,71.1,55.0
1987,93.0,62.1
1988,93.0,54.0
1989,72.0,61.0
1990,91.9,68.0
1991,87.1,60.1
1992,91.0,51.1
1993,82.0,55.0
1994,90.0,60.1
1995,84.0,48.9
1996,86.0,52.0
1997,82.9,61.0
1998,77.0,60.1
1999,78.1,60.1
2000,82.0,55.0
2001,91.0,63.0
2002,70.0,57.0
2003,70.0,55.0
2004,81.0,61.0
2005,89.1,66.9
2006,75.9,48.9
2007,87.1,60.1
2008,91.0,66.0
2009,73.9,48.9
2010,77.0,62.1
2011,72.0,50.0
2012,78.1,54.0
2013,73.0,60.8
2014,79.0,55.0
2015,84.9,55.4
2016,86.0,54.0
2017,95.0,68.0
2018,81.0,62.1
