YEAR,MAX,MIN
1947,83.3,73.4
1948,72.3,63.3
1949,93.4,68.4
1950,80.2,60.3
1951,81.3,62.4
1952,85.3,65.3
1953,75.4,56.3
1954,72.3,60.3
1955,76.3,64.4
1956,86.4,64.4
1957,87.3,58.3
1958,86.4,63.3
1959,73.4,63.3
1960,86.4,64.9
1961,86.4,66.0
1962,88.3,64.4
1963,85.3,60.1
1964,82.9,51.1
1965,78.1,66.0
1966,84.9,64.9
1967,77.0,61.0
1968,87.4,71.1
1969,84.0,64.0
1973,88.0,74.8
1974,80.1,64.0
1975,82.0,61.0
1976,79.0,48.9
1977,88.0,70.0
1978,87.1,63.0
1979,92.8,72.0
1980,91.0,69.1
1981,77.0,61.9
1982,86.0,66.9
1983,98.1,71.1
1984,90.0,70.0
1985,84.0,55.0
1986,82.0,63.0
1987,91.0,68.0
1988,98.1,63.0
1989,77.0,52.0
1990,82.0,50.0
1991,80.1,64.0
1992,84.0,60.1
1993,82.0,53.1
1994,87.1,66.9
1995,87.1,71.1
1996,86.0,70.0
1997,82.0,57.0
1998,81.0,69.8
1999,75.0,66.0
2000,84.9,66.0
2001,95.0,75.0
2002,80.1,57.9
2003,80.1,66.0
2004,79.0,61.0
2005,93.0,57.9
2006,86.0,69.1
2007,91.0,72.0
2008,82.0,63.0
2009,89.1,64.0
2010,87.1,62.1
2011,86.0,68.0
2012,91.9,62.1
2013,89.1,64.9
2014,82.0,61.0
2015,82.9,63.0
2016,84.0,72.0
2017,84.0,57.9
2018,84.9,69.1
