YEAR,MAX,MIN
1947,75.4,64.4
1948,94.3,71.2
1949,90.3,65.3
1950,86.4,61.3
1951,75.4,63.3
1952,87.3,61.3
1953,95.4,65.3
1954,76.3,67.3
1955,94.3,67.3
1956,80.2,57.4
1957,85.3,55.4
1958,75.4,52.3
1959,92.3,73.9
1960,88.3,66.4
1961,84.4,65.3
1962,79.3,54.0
1963,76.3,50.0
1964,74.3,41.0
1965,84.0,64.9
1966,82.9,59.0
1967,80.1,60.1
1968,69.1,54.0
1969,86.0,64.9
1973,93.0,75.0
1974,89.1,64.9
1975,84.0,68.0
1976,87.1,68.9
1977,82.0,64.9
1978,82.0,68.9
1979,80.1,57.9
1980,91.0,66.0
1981,82.9,66.9
1982,75.9,54.0
1983,89.1,66.9
1984,84.0,52.0
1985,75.9,55.9
1986,84.0,63.0
1987,64.9,55.9
1988,80.1,54.0
1989,80.1,62.1
1990,88.0,68.0
1991,95.0,64.9
1992,89.1,62.1
1993,93.9,70.0
1994,90.0,66.9
1995,91.0,69.1
1996,84.0,60.1
1997,81.0,57.0
1998,84.9,64.0
1999,78.1,64.0
2000,84.0,55.9
2001,84.0,66.9
2002,84.0,64.0
2003,95.0,71.1
2004,82.9,66.9
2005,82.9,63.0
2006,84.0,66.0
2007,79.0,60.1
2008,75.9,62.1
2009,82.9,59.0
2010,79.0,59.0
2011,82.9,59.0
2012,93.0,66.0
2013,91.9,64.9
2014,88.0,71.1
2015,72.0,55.9
2016,84.9,66.0
2017,78.1,52.0
2018,93.0,66.0
