YEAR,MAX,MIN
1947,39.4,34.3
1948,75.4,51.3
1949,62.4,34.3
1950,45.3,31.3
1951,50.4,29.3
1952,79.3,50.4
1953,52.3,29.3
1954,50.4,42.4
1955,70.3,44.4
1956,55.4,25.3
1957,76.3,65.3
1958,65.3,54.3
1959,42.4,32.4
1960,74.3,48.9
1961,65.3,46.0
1962,57.4,34.0
1963,68.4,43.0
1964,52.3,41.4
1965,61.0,42.1
1966,70.0,51.1
1967,54.0,34.0
1968,75.4,44.1
1969,66.4,33.1
1973,75.9,62.1
1974,78.1,44.1
1975,46.9,39.0
1976,68.0,50.9
1977,78.1,61.9
1978,47.8,37.0
1979,69.1,52.0
1980,75.9,45.0
1981,52.0,32.0
1982,64.0,37.0
1983,53.1,21.9
1984,55.0,34.0
1985,86.0,63.0
1986,68.0,48.0
1987,84.9,50.0
1988,54.0,28.0
1989,68.0,30.0
1990,60.1,39.9
1991,53.1,37.9
1992,71.1,61.0
1993,59.0,37.0
1994,70.0,37.9
1995,55.0,41.0
1996,61.0,46.9
1997,59.0,39.0
1998,64.0,43.0
1999,55.9,33.8
2000,64.0,50.0
2001,77.0,51.1
2002,50.0,41.0
2003,79.0,41.0
2004,73.0,45.0
2005,81.0,46.9
2006,75.0,52.0
2007,68.0,37.9
2008,72.0,44.1
2009,61.0,41.0
2010,64.0,35.1
2011,42.8,33.8
2012,61.0,44.1
2013,46.9,30.9
2014,79.0,37.0
2015,52.0,46.0
2016,71.1,46.0
2017,73.0,45.0
2018,61.0,31.1
