YEAR,MAX,MIN
1946,59.4,40.3
1947,53.4,35.4
1948,37.4,20.3
1949,38.3,25.3
1950,36.3,8.4
1951,60.3,43.3
1952,48.4,34.3
1953,51.3,28.4
1954,33.4,17.4
1955,42.4,28.4
1956,37.4,30.4
1957,43.3,31.3
1958,14.4,5.0
1959,34.3,20.3
1960,35.4,19.4
1961,37.9,17.4
1962,30.4,22.3
1963,56.3,22.3
1964,27.3,9.0
1965,41.4,18.3
1966,55.0,39.9
1967,51.4,39.0
1968,30.4,14.0
1969,37.9,34.0
1973,39.0,29.8
1974,42.1,37.0
1975,36.0,26.1
1976,30.9,2.8
1977,27.9,-1.1
1978,34.0,18.0
1979,45.0,34.9
1980,64.9,51.1
1981,52.0,28.9
1982,43.0,30.0
1983,37.0,15.1
1984,27.0,7.0
1985,35.1,19.9
1986,39.0,28.0
1987,39.9,27.0
1988,53.1,30.0
1989,25.0,12.0
1990,42.1,19.9
1991,46.9,32.0
1992,30.0,18.0
1993,41.0,24.1
1994,37.9,30.9
1995,33.1,19.0
1996,37.9,23.0
1997,32.0,30.2
1998,43.0,34.0
1999,41.0,24.1
2000,30.2,19.4
2001,51.1,35.1
2002,41.0,28.0
2003,41.0,26.1
2004,50.0,39.9
2005,17.1,0.0
2006,35.1,9.0
2007,30.0,21.0
2008,32.0,3.9
2009,36.0,26.1
2010,19.9,9.0
2011,34.0,26.6
2012,46.4,41.0
2013,21.0,8.1
2014,39.9,26.1
2015,46.9,27.0
2016,41.0,24.1
2017,35.1,19.0
2018,33.1,16.0
