YEAR,MAX,MIN
1947,82.4,74.3
1948,86.4,54.3
1949,84.4,74.3
1950,92.3,65.3
1951,72.3,61.3
1952,80.2,66.4
1953,80.2,59.4
1954,84.4,68.4
1955,91.2,60.3
1956,83.3,66.4
1957,75.4,60.3
1958,77.4,59.4
1959,79.3,70.0
1960,77.4,57.9
1961,81.3,63.0
1962,82.4,54.3
1963,81.3,51.4
1964,83.3,46.0
1965,82.9,68.0
1966,82.0,63.0
1967,82.9,60.1
1968,94.3,65.3
1969,84.0,70.0
1973,81.0,61.0
1974,84.0,66.9
1975,86.0,63.0
1976,75.0,50.0
1977,81.0,72.9
1978,91.9,65.8
1979,72.0,45.0
1980,73.9,59.9
1981,84.9,61.9
1982,84.0,60.1
1983,98.1,71.1
1984,89.1,54.0
1985,86.0,57.9
1986,88.0,66.0
1987,90.0,69.1
1988,98.1,73.0
1989,75.9,57.0
1990,82.9,64.0
1991,88.0,62.1
1992,73.9,50.0
1993,84.0,66.9
1994,78.1,55.0
1995,93.0,70.0
1996,75.0,62.1
1997,90.0,71.1
1998,82.0,63.0
1999,86.0,61.0
2000,91.9,62.1
2001,77.0,57.0
2002,84.9,62.1
2003,91.9,70.0
2004,78.1,48.0
2005,84.0,60.1
2006,86.0,59.0
2007,80.1,70.0
2008,82.9,57.9
2009,89.1,66.9
2010,82.9,63.0
2011,84.9,57.0
2012,84.9,64.9
2013,82.0,55.0
2014,82.0,52.0
2015,91.9,66.9
2016,88.0,66.9
2017,88.0,66.9
2018,86.0,72.0
