YEAR,MAX,MIN
1946,54.3,43.3
1947,55.4,52.3
1948,68.4,40.3
1949,52.3,24.4
1950,78.3,64.4
1951,40.3,29.3
1952,72.3,38.3
1953,58.3,45.3
1954,34.3,28.4
1955,53.4,45.3
1956,71.2,50.4
1957,62.4,40.3
1958,56.3,40.3
1959,57.4,39.9
1960,45.3,39.9
1961,56.3,37.4
1962,49.3,24.4
1963,49.3,28.4
1964,67.3,39.9
1965,59.4,30.4
1966,46.9,34.0
1967,57.4,47.3
1968,72.0,63.0
1969,50.0,44.1
1973,50.0,39.0
1974,73.9,55.0
1975,59.0,52.0
1976,52.0,25.9
1977,64.9,57.9
1978,60.1,32.0
1979,74.8,45.0
1980,61.0,30.9
1981,72.0,54.0
1982,66.0,51.1
1983,66.0,37.9
1984,66.9,34.0
1985,57.0,53.1
1986,64.9,44.1
1987,66.0,46.0
1988,53.1,26.1
1989,55.0,30.9
1990,73.0,42.1
1991,55.0,41.0
1992,50.0,36.0
1993,46.0,23.0
1994,54.0,37.0
1995,62.1,39.9
1996,37.0,25.0
1997,60.1,46.0
1998,55.9,53.1
1999,73.0,45.0
2000,73.0,46.9
2001,68.0,51.1
2002,48.9,25.0
2003,66.9,45.0
2004,55.9,45.0
2005,55.9,39.0
2006,46.9,27.0
2007,62.1,36.0
2008,70.0,48.0
2009,52.0,30.0
2010,54.0,32.0
2011,64.9,35.1
2012,54.0,34.0
2013,64.0,43.0
2014,46.9,33.1
2015,63.0,44.1
2016,75.0,41.0
2017,44.1,34.0
2018,61.0,46.0
