YEAR,MAX,MIN
1947,59.4,28.4
1948,45.3,41.4
1949,57.4,39.4
1950,65.3,45.3
1951,46.4,41.4
1952,61.3,46.4
1953,84.4,60.3
1954,55.4,35.4
1955,59.4,47.3
1956,74.3,41.4
1957,48.4,41.4
1958,81.3,46.4
1959,82.4,61.0
1960,39.9,37.0
1961,64.4,35.1
1962,52.3,42.1
1963,62.1,41.4
1964,74.3,50.0
1965,75.9,60.1
1966,50.0,24.1
1967,59.0,42.1
1968,64.4,39.9
1969,55.0,42.4
1973,73.9,54.0
1974,62.1,36.9
1975,75.0,45.0
1976,77.0,50.0
1977,62.1,30.9
1978,72.0,41.0
1979,89.1,66.9
1980,72.0,35.1
1981,62.1,34.9
1982,84.9,46.0
1983,70.0,27.0
1984,66.0,37.0
1985,82.0,52.0
1986,73.0,45.0
1987,87.1,55.0
1988,66.9,51.1
1989,60.1,39.0
1990,71.1,36.0
1991,78.1,46.9
1992,82.0,45.0
1993,87.1,60.1
1994,71.1,42.1
1995,57.9,48.0
1996,70.0,44.1
1997,63.0,42.1
1998,66.9,48.9
1999,73.9,44.1
2000,66.9,46.0
2001,81.0,53.1
2002,68.0,45.0
2003,84.0,54.0
2004,88.0,52.0
2005,82.0,60.1
2006,73.9,54.0
2007,84.0,55.9
2008,61.0,37.9
2009,66.9,43.0
2010,57.9,37.9
2011,90.0,62.1
2012,66.9,46.0
2013,64.9,44.6
2014,77.0,46.9
2015,64.0,45.0
2016,63.0,50.0
2017,66.9,42.1
2018,81.0,57.9
