YEAR,MAX,MIN
1947,73.4,42.4
1948,68.4,51.3
1949,85.3,60.3
1950,68.4,45.3
1951,77.4,50.4
1952,53.4,41.4
1953,54.3,49.3
1954,75.4,49.3
1955,56.3,44.4
1956,64.4,46.4
1957,61.3,43.3
1958,85.3,55.4
1959,74.3,50.0
1960,66.0,50.4
1961,59.4,46.9
1962,92.3,71.1
1963,62.4,48.0
1964,80.4,48.9
1965,61.0,48.9
1966,68.0,55.0
1967,72.0,45.0
1968,62.4,45.0
1969,81.0,42.1
1973,60.1,37.0
1974,75.9,53.1
1975,73.0,44.1
1976,73.9,52.0
1977,86.0,63.0
1978,71.1,43.0
1979,80.1,54.0
1980,62.1,42.1
1981,55.9,43.0
1982,87.1,55.0
1983,63.0,35.1
1984,84.0,36.0
1985,61.0,44.1
1986,79.0,50.0
1987,89.1,43.0
1988,64.9,42.1
1989,80.1,45.0
1990,73.0,52.0
1991,86.0,48.9
1992,88.0,57.9
1993,66.0,42.1
1994,61.0,39.0
1995,78.1,52.0
1996,88.0,48.9
1997,66.9,41.0
1998,84.9,51.1
1999,80.1,62.1
2000,68.0,52.0
2001,89.1,62.1
2002,46.9,39.0
2003,68.0,44.1
2004,79.0,57.0
2005,71.1,44.1
2006,73.0,48.0
2007,66.0,43.0
2008,72.0,60.1
2009,63.0,39.0
2010,66.0,41.0
2011,60.1,37.0
2012,73.9,45.0
2013,82.9,53.1
2014,60.1,39.0
2015,82.0,62.1
2016,70.0,46.0
2017,87.1,61.0
2018,79.0,46.9
