YEAR,MAX,MIN
1947,78.3,51.3
1948,67.3,60.3
1949,67.3,57.4
1950,66.4,60.3
1951,80.2,63.3
1952,66.4,41.4
1953,57.4,42.4
1954,70.3,47.3
1955,77.4,59.4
1956,76.3,41.4
1957,74.3,59.4
1958,76.3,59.4
1959,84.4,64.0
1960,70.3,57.0
1961,81.3,62.1
1962,71.4,33.1
1963,75.4,46.0
1964,85.3,64.9
1965,80.4,68.4
1966,68.0,61.0
1967,79.0,64.0
1968,83.3,55.9
1969,75.0,48.0
1973,71.1,45.0
1974,68.0,45.0
1975,57.9,51.1
1976,68.9,43.9
1977,64.0,52.9
1978,71.1,59.0
1979,77.9,59.0
1980,90.0,66.9
1981,75.0,46.9
1982,61.0,41.0
1983,53.1,39.0
1984,80.1,48.0
1985,64.9,54.0
1986,81.0,59.0
1987,64.0,50.0
1988,66.9,48.9
1989,79.0,51.1
1990,72.0,46.9
1991,68.0,36.0
1992,70.0,48.0
1993,64.9,55.9
1994,84.9,57.0
1995,60.1,44.1
1996,72.0,55.4
1997,64.9,48.9
1998,73.0,57.9
1999,60.1,46.4
2000,63.0,44.6
2001,73.0,53.1
2002,80.1,57.9
2003,75.9,41.0
2004,82.0,51.1
2005,87.1,53.1
2006,68.0,39.9
2007,88.0,60.1
2008,82.0,55.9
2009,73.0,54.0
2010,88.0,62.1
2011,73.9,48.9
2012,72.0,48.0
2013,75.9,54.0
2014,77.0,57.9
2015,73.9,50.0
2016,82.9,66.0
2017,93.9,62.1
2018,93.0,64.0
