YEAR,MAX,MIN
1947,33.4,27.3
1948,49.3,28.4
1949,40.3,12.4
1950,32.4,11.3
1951,38.3,31.3
1952,35.4,22.5
1953,23.4,0.3
1954,45.3,25.3
1955,35.4,22.5
1956,35.4,28.4
1957,33.4,9.3
1958,4.5,-10.7
1959,30.4,21.4
1960,34.3,22.3
1961,50.4,37.4
1962,34.0,27.0
1963,39.4,24.1
1964,37.4,17.4
1965,44.1,23.0
1966,24.4,7.0
1967,27.0,8.1
1968,35.1,1.4
1969,38.3,24.4
1973,21.0,1.9
1974,45.0,21.9
1975,36.0,34.0
1976,43.0,36.0
1977,37.9,12.9
1978,18.0,-2.0
1979,19.9,2.8
1980,17.1,-5.1
1981,57.0,37.9
1982,37.0,32.0
1983,37.0,33.1
1984,46.0,36.0
1985,35.1,8.1
1986,35.1,18.0
1987,37.0,19.0
1988,39.9,15.1
1989,26.1,8.1
1990,34.0,12.0
1991,42.1,27.0
1992,39.0,32.0
1993,30.0,5.0
1994,51.1,34.0
1995,46.9,16.0
1996,28.9,16.0
1997,42.1,12.0
1998,43.0,39.2
1999,36.0,28.4
2000,37.0,18.0
2001,30.9,6.1
2002,42.1,26.1
2003,32.0,18.0
2004,35.1,5.0
2005,33.1,19.0
2006,37.0,17.1
2007,26.1,-2.9
2008,46.4,25.0
2009,43.0,17.1
2010,32.0,25.0
2011,55.9,37.0
2012,48.9,28.0
2013,30.0,9.0
2014,28.9,17.1
2015,19.0,8.1
2016,34.0,23.0
2017,66.9,27.0
2018,39.0,17.1
