YEAR,MAX,MIN
1947,34.3,15.4
1948,65.3,28.4
1949,59.4,41.4
1950,62.4,40.3
1951,56.3,38.3
1952,43.3,24.4
1953,57.4,30.4
1954,51.3,27.3
1955,38.3,15.4
1956,47.3,39.4
1957,46.4,23.4
1958,43.3,34.3
1959,43.3,30.4
1960,51.4,30.0
1961,67.3,39.4
1962,62.4,33.1
1963,67.3,35.1
1964,36.3,14.0
1965,32.0,1.0
1966,38.3,19.9
1967,60.1,41.0
1968,76.3,54.0
1969,42.4,19.0
1973,57.0,28.0
1974,41.0,34.0
1975,35.1,30.9
1976,72.0,42.1
1977,68.9,54.0
1978,42.1,30.9
1979,39.0,18.0
1980,50.0,28.0
1981,63.0,34.9
1982,35.1,19.9
1983,46.0,30.0
1984,46.9,24.1
1985,70.0,55.0
1986,63.0,28.0
1987,48.9,39.0
1988,51.1,28.0
1989,75.9,59.0
1990,48.0,21.9
1991,75.0,52.0
1992,51.1,27.0
1993,44.1,33.1
1994,50.0,33.1
1995,48.9,37.9
1996,35.1,12.0
1997,73.0,48.0
1998,75.9,62.1
1999,55.9,25.0
2000,68.0,36.0
2001,39.0,16.0
2002,48.0,23.0
2003,66.9,31.1
2004,66.9,41.0
2005,48.9,26.1
2006,50.0,25.0
2007,79.0,46.9
2008,51.1,31.1
2009,57.0,35.1
2010,50.0,27.0
2011,35.1,25.0
2012,73.9,37.0
2013,43.0,29.1
2014,48.2,34.0
2015,42.1,21.9
2016,63.0,31.1
2017,62.1,45.0
2018,53.1,31.1
