YEAR,MAX,MIN
1946,37.4,21.4
1947,37.4,24.4
1948,52.3,33.4
1949,36.3,30.4
1950,46.4,26.4
1951,31.3,24.4
1952,70.3,55.4
1953,70.3,41.4
1954,67.3,40.3
1955,30.4,12.4
1956,38.3,19.4
1957,42.4,35.4
1958,71.4,54.3
1959,21.0,1.9
1960,48.4,30.9
1961,39.9,30.9
1962,46.9,35.4
1963,69.4,55.4
1964,46.4,28.9
1965,38.3,21.4
1966,64.9,52.0
1967,53.4,41.0
1968,42.4,39.4
1969,51.1,46.0
1973,52.0,26.1
1974,43.0,32.0
1975,69.1,48.9
1976,48.9,29.8
1977,54.0,34.0
1978,55.9,39.0
1979,69.1,41.0
1980,42.1,25.9
1981,55.0,34.0
1982,50.0,21.9
1983,43.0,25.9
1984,42.1,24.1
1985,55.0,28.0
1986,52.0,30.0
1987,64.0,43.0
1988,46.0,30.9
1989,34.0,15.1
1990,57.9,30.9
1991,48.0,34.0
1992,46.0,26.1
1993,44.1,37.9
1994,54.0,33.1
1995,37.0,27.0
1996,53.1,33.1
1997,34.0,17.1
1998,48.0,39.0
1999,48.9,28.9
2000,42.1,28.0
2001,66.0,37.9
2002,39.0,28.9
2003,53.1,33.1
2004,63.0,46.0
2005,37.0,15.1
2006,43.0,34.0
2007,46.0,24.3
2008,35.1,28.4
2009,48.0,44.1
2010,50.0,32.0
2011,46.0,26.1
2012,55.0,26.1
2013,69.1,42.1
2014,30.9,10.9
2015,57.9,46.0
2016,72.0,39.0
2017,45.0,33.1
2018,36.0,32.0
