YEAR,MAX,MIN
1947,70.3,40.3
1948,81.3,59.4
1949,60.3,35.4
1950,49.3,42.4
1951,55.4,47.3
1952,54.3,41.4
1953,60.3,45.3
1954,78.3,40.3
1955,65.3,50.4
1956,45.3,25.3
1957,75.4,62.4
1958,56.3,41.4
1959,64.9,44.4
1960,85.3,64.9
1961,76.3,40.3
1962,78.4,44.1
1963,56.3,36.0
1964,50.4,36.3
1965,45.0,39.9
1966,69.1,55.0
1967,39.9,26.1
1968,44.1,36.0
1969,60.4,31.3
1973,68.0,37.9
1974,55.9,30.9
1975,71.1,43.0
1976,60.1,47.8
1977,64.9,45.0
1978,64.9,41.0
1979,74.8,54.9
1980,52.0,32.0
1981,61.0,36.0
1982,72.0,37.0
1983,54.0,35.1
1984,51.1,37.0
1985,77.0,54.0
1986,80.1,48.0
1987,60.1,41.0
1988,55.0,33.1
1989,69.1,42.1
1990,87.1,66.0
1991,63.0,37.9
1992,55.9,41.0
1993,75.9,57.9
1994,82.0,55.0
1995,62.1,32.0
1996,68.0,36.0
1997,54.0,39.2
1998,75.0,48.9
1999,52.0,35.1
2000,64.4,43.0
2001,72.0,42.1
2002,73.4,46.0
2003,60.1,30.2
2004,64.0,37.9
2005,54.0,33.1
2006,73.0,39.0
2007,70.0,44.1
2008,73.9,53.1
2009,84.0,37.0
2010,63.0,41.0
2011,64.0,45.0
2012,66.0,37.9
2013,59.0,37.0
2014,64.0,33.1
2015,55.9,30.9
2016,78.1,37.9
2017,73.0,37.0
2018,64.9,43.0
