YEAR,MAX,MIN
1947,28.4,21.4
1948,28.4,26.4
1949,38.3,32.4
1950,28.4,5.4
1951,58.3,32.4
1952,33.4,28.4
1953,37.4,31.3
1954,29.3,15.4
1955,60.3,31.3
1956,43.3,33.4
1957,29.3,10.4
1958,36.3,27.3
1959,37.9,27.3
1960,25.0,8.4
1961,59.0,31.3
1962,30.4,16.0
1963,43.3,32.0
1964,51.1,37.9
1965,36.0,27.0
1966,58.3,44.1
1967,39.0,26.1
1968,46.4,10.4
1969,44.4,25.0
1973,55.0,46.9
1974,75.0,54.0
1975,28.9,15.1
1976,41.0,37.0
1977,46.0,36.9
1978,25.0,18.9
1979,46.0,32.0
1980,35.1,-0.9
1981,39.0,16.0
1982,36.0,19.0
1983,73.0,30.0
1984,39.0,18.0
1985,42.1,27.0
1986,41.0,25.0
1987,51.1,28.0
1988,44.1,27.0
1989,35.1,15.1
1990,46.9,25.0
1991,30.0,21.0
1992,39.9,32.0
1993,44.1,33.1
1994,43.0,10.9
1995,33.1,7.0
1996,28.0,1.0
1997,37.9,28.9
1998,36.0,32.0
1999,39.9,26.1
2000,48.0,21.9
2001,48.0,21.2
2002,30.0,8.6
2003,32.0,8.1
2004,46.9,37.4
2005,34.0,14.0
2006,37.0,19.9
2007,28.9,21.2
2008,57.0,27.0
2009,30.0,14.0
2010,39.0,23.0
2011,45.0,24.1
2012,39.9,30.9
2013,34.0,15.1
2014,19.0,-2.0
2015,34.0,14.0
2016,33.8,27.0
2017,35.1,21.0
2018,48.0,30.2
