YEAR,MAX,MIN
1947,46.4,25.3
1948,24.4,9.3
1949,34.3,5.4
1950,23.4,-2.6
1951,47.3,28.4
1952,42.4,33.4
1953,33.4,22.5
1954,40.3,23.4
1955,30.4,28.4
1956,35.4,29.3
1957,31.3,3.4
1958,35.4,16.3
1959,31.3,5.4
1960,28.0,11.3
1961,32.0,10.4
1962,17.4,-2.0
1963,12.0,3.4
1964,45.3,32.0
1965,30.0,1.9
1966,22.3,-6.7
1967,25.0,7.0
1968,37.0,32.4
1969,33.1,26.1
1973,52.0,30.9
1974,37.0,35.1
1975,30.9,21.9
1976,34.0,18.0
1977,23.0,0.9
1978,28.0,20.8
1979,30.9,18.0
1980,33.1,21.9
1981,43.0,26.1
1982,32.0,3.9
1983,23.0,3.0
1984,8.1,-13.0
1985,24.1,-11.0
1986,45.0,30.0
1987,28.9,3.9
1988,37.9,32.0
1989,48.9,25.0
1990,37.0,24.1
1991,44.1,14.0
1992,24.1,-5.1
1993,30.0,5.0
1994,3.0,-20.9
1995,43.0,28.9
1996,28.0,5.0
1997,21.9,0.0
1998,28.9,18.0
1999,33.8,19.0
2000,32.0,9.0
2001,30.9,19.9
2002,28.0,10.9
2003,27.0,3.0
2004,30.0,3.0
2005,35.1,17.6
2006,55.0,19.9
2007,30.2,19.9
2008,27.0,-2.9
2009,23.0,9.0
2010,37.9,27.0
2011,23.0,15.8
2012,28.0,7.0
2013,46.9,37.0
2014,34.0,7.0
2015,41.0,25.0
2016,17.1,-4.0
2017,42.8,30.0
2018,39.9,17.1
