YEAR,MAX,MIN
1947,77.4,55.4
1948,88.3,58.3
1949,84.4,75.4
1950,86.4,55.4
1951,83.3,62.4
1952,77.4,54.3
1953,70.3,53.4
1954,79.3,65.3
1955,90.3,68.4
1956,79.3,62.4
1957,84.4,61.3
1958,83.3,63.3
1959,90.0,65.3
1960,84.4,63.3
1961,79.3,48.9
1962,82.9,55.4
1963,72.3,47.3
1964,77.4,62.4
1965,80.1,66.0
1966,91.0,66.0
1967,82.0,72.0
1968,81.3,57.4
1969,81.0,66.9
1973,91.9,77.0
1974,96.1,73.0
1975,82.0,64.0
1976,91.0,63.9
1977,90.0,64.9
1978,82.9,61.9
1979,86.0,64.9
1980,87.1,62.1
1981,93.9,75.9
1982,84.0,57.0
1983,88.0,53.1
1984,93.0,66.0
1985,90.0,62.1
1986,82.9,63.0
1987,91.9,71.1
1988,97.0,68.0
1989,95.0,62.1
1990,95.0,71.1
1991,80.1,62.1
1992,90.0,66.9
1993,90.0,69.1
1994,84.0,61.0
1995,84.0,57.0
1996,77.0,59.0
1997,68.0,55.9
1998,82.9,66.0
1999,84.9,69.8
2000,89.1,61.0
2001,91.0,66.0
2002,93.0,69.1
2003,78.1,63.0
2004,75.9,54.0
2005,88.0,55.9
2006,88.0,62.1
2007,93.9,70.0
2008,84.9,66.9
2009,79.0,59.0
2010,88.0,73.0
2011,91.0,61.0
2012,91.0,66.0
2013,86.0,73.0
2014,81.0,63.0
2015,77.0,54.0
2016,86.0,64.9
2017,86.0,62.1
2018,91.0,63.0
