YEAR,MAX,MIN
1946,45.3,12.4
1947,30.4,17.4
1948,21.4,9.3
1949,40.3,26.4
1950,13.5,4.5
1951,28.4,11.3
1952,29.3,23.4
1953,39.4,24.4
1954,43.3,28.4
1955,42.4,27.3
1956,33.4,29.3
1957,44.4,32.4
1958,36.3,20.3
1959,43.3,19.9
1960,41.4,10.9
1961,27.3,6.1
1962,25.3,8.4
1963,38.3,15.1
1964,32.0,23.0
1965,35.4,22.3
1966,25.0,14.0
1967,36.3,9.3
1968,18.3,0.0
1969,28.0,19.9
1973,39.9,34.9
1974,28.0,15.1
1975,35.1,30.9
1976,39.9,27.9
1977,38.8,1.9
1978,37.9,12.9
1979,50.9,34.0
1980,16.0,-8.1
1981,34.0,14.0
1982,64.0,50.9
1983,-5.1,-25.1
1984,28.0,-2.9
1985,1.0,-11.0
1986,39.0,26.1
1987,48.0,30.9
1988,43.0,17.1
1989,35.1,12.9
1990,28.0,1.0
1991,42.1,17.1
1992,25.0,18.0
1993,18.0,10.9
1994,52.0,24.1
1995,30.9,21.9
1996,14.0,1.0
1997,35.6,30.2
1998,33.1,17.1
1999,28.0,7.0
2000,17.1,-7.1
2001,21.9,12.0
2002,30.9,19.9
2003,36.0,17.1
2004,19.4,7.0
2005,39.0,33.1
2006,44.1,29.1
2007,42.1,19.9
2008,34.0,0.0
2009,43.0,24.1
2010,32.0,19.9
2011,45.0,21.2
2012,34.0,25.0
2013,26.1,-2.0
2014,42.1,33.1
2015,44.1,32.0
2016,37.9,32.0
2017,21.9,10.0
