YEAR,MAX,MIN
1946,58.3,44.4
1947,56.3,41.4
1948,67.3,53.4
1949,43.3,32.4
1950,82.4,57.4
1951,55.4,30.4
1952,69.3,49.3
1953,67.3,43.3
1954,39.4,29.3
1955,48.4,35.4
1956,68.4,53.4
1957,54.3,43.3
1958,67.3,38.3
1959,50.4,46.0
1960,62.1,41.4
1961,57.4,43.0
1962,50.4,35.1
1963,53.4,43.3
1964,67.3,29.3
1965,63.0,38.3
1966,60.1,43.0
1967,52.0,48.9
1968,79.3,42.1
1969,53.1,48.0
1973,59.0,41.9
1974,75.9,64.9
1975,62.1,42.1
1976,52.0,38.8
1977,63.0,46.9
1978,68.9,38.8
1979,73.9,52.9
1980,60.1,24.1
1981,75.0,45.0
1982,66.9,50.0
1983,54.0,33.1
1984,54.0,34.0
1985,55.9,36.0
1986,64.9,35.1
1987,72.0,36.0
1988,51.1,21.0
1989,75.0,39.9
1990,73.0,42.1
1991,55.0,37.0
1992,50.0,36.0
1993,41.0,25.0
1994,61.0,36.0
1995,45.0,39.9
1996,39.9,26.1
1997,64.4,55.0
1998,59.0,54.0
1999,75.9,48.0
2000,70.0,36.0
2001,68.0,46.9
2002,48.9,39.0
2003,70.0,39.9
2004,55.9,45.0
2005,64.9,43.0
2006,70.0,37.0
2007,66.0,42.1
2008,69.1,48.9
2009,66.9,39.9
2010,63.0,36.0
2011,57.0,33.1
2012,50.0,34.0
2013,64.0,43.0
2014,51.1,32.0
2015,55.9,36.0
2016,57.9,37.9
2017,50.0,34.0
2018,64.0,45.0
