YEAR,MAX,MIN
1947,85.3,67.3
1948,81.3,60.3
1949,87.3,70.3
1950,81.3,57.4
1951,86.4,63.3
1952,88.3,61.3
1953,89.2,59.4
1954,81.3,58.3
1955,86.4,55.4
1956,81.3,69.3
1957,80.2,58.3
1958,85.3,70.3
1959,73.4,62.4
1960,92.3,72.3
1961,80.1,59.4
1962,80.1,59.4
1963,87.4,63.0
1964,87.1,61.3
1965,88.0,61.0
1966,91.0,64.9
1967,82.0,61.0
1968,79.0,60.4
1969,82.9,64.9
1973,88.0,72.0
1974,78.1,64.0
1975,82.9,62.1
1976,87.1,61.9
1977,83.8,70.0
1978,81.0,61.9
1979,86.0,70.9
1980,89.1,57.0
1981,86.0,62.1
1982,89.1,61.0
1983,84.0,62.1
1984,80.1,64.9
1985,90.0,62.1
1986,91.0,71.1
1987,93.9,73.9
1988,91.0,59.0
1989,89.1,70.0
1990,84.0,59.0
1991,82.9,59.0
1992,73.9,60.1
1993,88.0,69.1
1994,84.9,63.0
1995,91.0,70.0
1996,75.9,61.0
1997,86.0,66.0
1998,81.0,59.0
1999,93.9,75.0
2000,81.0,53.1
2001,84.9,66.2
2002,84.0,63.0
2003,82.9,54.0
2004,73.0,55.0
2005,102.0,72.0
2006,90.0,66.0
2007,84.9,64.9
2008,82.0,59.0
2009,82.9,61.0
2010,87.1,69.1
2011,88.0,72.0
2012,99.0,69.1
2013,81.0,57.0
2014,75.0,55.0
2015,91.0,64.0
2016,93.0,71.1
2017,82.0,61.0
2018,90.0,66.0
