YEAR,MAX,MIN
1947,29.3,8.4
1948,45.3,32.4
1949,28.4,13.5
1950,39.4,27.3
1951,39.4,27.3
1952,37.4,29.3
1953,43.3,14.4
1954,37.4,32.4
1955,40.3,34.3
1956,29.3,13.5
1957,40.3,22.5
1958,36.3,31.3
1959,46.9,32.0
1960,26.4,16.3
1961,44.4,25.0
1962,30.0,0.3
1963,30.4,19.9
1964,37.4,24.1
1965,57.0,25.0
1966,38.3,34.0
1967,34.0,19.9
1968,34.3,19.4
1969,39.4,30.4
1973,46.0,24.1
1974,53.1,37.9
1975,35.1,28.9
1976,63.0,34.0
1977,37.0,19.9
1978,30.0,23.0
1979,41.0,18.9
1980,28.0,21.0
1981,60.1,30.0
1982,45.0,16.0
1983,55.9,27.0
1984,28.9,25.0
1985,43.0,21.0
1986,30.9,8.1
1987,45.0,35.1
1988,46.0,23.0
1989,30.0,10.9
1990,41.0,16.0
1991,46.9,17.1
1992,48.0,30.9
1993,30.9,6.1
1994,32.0,18.0
1995,33.1,28.9
1996,50.0,14.0
1997,42.1,33.1
1998,48.0,33.1
1999,45.0,35.1
2000,54.0,32.0
2001,28.9,10.9
2002,30.9,15.1
2003,39.9,10.9
2004,55.0,25.0
2005,39.9,27.1
2006,37.9,26.1
2007,35.6,28.4
2008,26.1,8.1
2009,26.6,21.0
2010,37.9,28.2
2011,37.0,26.1
2012,44.1,23.0
2013,35.1,30.9
2014,28.0,3.0
2015,21.0,-9.9
2016,61.0,46.0
2017,60.1,45.0
2018,62.1,37.0
