YEAR,MAX,MIN
1947,65.3,48.4
1948,68.4,58.3
1949,58.3,34.3
1950,77.4,64.4
1951,59.4,34.3
1952,73.4,55.4
1953,96.3,55.4
1954,80.2,65.3
1955,72.3,51.3
1956,82.4,59.4
1957,69.3,36.3
1958,69.3,42.4
1959,66.4,50.4
1960,64.0,52.3
1961,66.4,32.0
1962,66.4,36.3
1963,66.4,44.4
1964,67.3,32.0
1965,78.4,54.3
1966,62.1,57.0
1967,48.0,41.0
1968,70.3,54.3
1969,73.9,48.0
1973,73.9,57.9
1974,66.0,46.9
1975,63.0,48.9
1976,70.0,43.0
1977,73.9,52.0
1978,73.9,45.0
1979,84.9,57.9
1980,77.0,53.1
1981,64.9,39.0
1982,82.9,48.0
1983,81.0,50.0
1984,55.9,32.0
1985,75.9,45.0
1986,82.0,64.9
1987,82.0,55.9
1988,78.1,57.0
1989,73.9,42.1
1990,69.1,51.1
1991,66.9,36.0
1992,62.1,36.0
1993,59.0,41.0
1994,70.0,45.0
1995,81.0,53.1
1996,64.9,50.0
1997,75.9,54.0
1998,72.0,55.0
1999,64.0,51.8
2000,73.9,46.9
2001,64.9,46.0
2002,84.0,50.0
2003,57.9,41.0
2004,64.9,48.2
2005,73.0,43.0
2006,59.0,37.0
2007,80.1,50.0
2008,68.0,54.0
2009,62.1,48.0
2010,75.0,46.0
2011,66.0,48.9
2012,79.0,48.0
2013,84.0,54.0
2014,82.9,53.1
2015,77.0,57.0
2016,64.9,50.0
2017,73.9,60.1
2018,61.0,42.1
