YEAR,MAX,MIN
1947,75.4,62.4
1948,74.3,60.3
1949,86.4,60.3
1950,84.4,60.3
1951,79.3,60.3
1952,89.2,67.3
1953,79.3,61.3
1954,76.3,59.4
1955,85.3,70.3
1956,83.3,59.4
1957,71.2,65.3
1958,84.4,58.3
1959,81.3,68.4
1960,88.0,64.4
1961,80.1,68.0
1962,74.3,58.3
1963,83.3,60.1
1964,92.3,69.1
1965,91.0,73.9
1966,84.9,66.0
1967,82.9,66.9
1968,82.0,66.0
1969,84.0,68.0
1973,82.0,72.9
1974,75.0,64.0
1975,84.9,75.0
1976,91.0,73.9
1977,87.1,59.9
1978,88.9,63.0
1979,93.9,66.9
1980,79.0,59.0
1981,79.0,55.0
1982,80.1,64.9
1983,100.0,73.0
1984,93.0,63.0
1985,80.1,57.0
1986,88.0,63.0
1987,91.0,70.0
1988,82.9,61.0
1989,84.9,63.0
1990,78.1,57.9
1991,84.9,72.0
1992,71.1,57.9
1993,78.1,57.9
1994,86.0,64.0
1995,87.1,64.9
1996,79.0,62.1
1997,73.0,66.0
1998,81.0,66.9
1999,93.0,73.4
2000,73.0,52.0
2001,95.0,68.0
2002,90.0,68.0
2003,75.0,59.0
2004,90.0,63.0
2005,86.0,64.0
2006,82.9,60.1
2007,82.9,57.9
2008,81.0,60.1
2009,82.0,62.1
2010,93.9,69.1
2011,88.0,69.8
2012,97.0,68.0
2013,87.1,66.9
2014,90.0,64.0
2015,84.9,63.0
2016,91.0,72.0
2017,90.0,70.0
2018,82.0,64.9
