YEAR,MAX,MIN
1946,32.4,18.3
1947,35.4,19.4
1948,36.3,29.3
1949,39.4,30.4
1950,27.3,1.4
1951,38.3,9.3
1952,35.4,23.4
1953,36.3,26.4
1954,32.4,23.4
1955,43.3,28.4
1956,28.4,17.4
1957,27.3,16.3
1958,41.4,28.4
1959,39.0,25.3
1960,32.4,23.4
1961,14.4,-2.0
1962,34.3,2.3
1963,18.0,-8.0
1964,44.4,30.0
1965,41.4,28.0
1966,27.0,19.9
1967,25.3,3.9
1968,26.1,12.0
1969,30.0,27.0
1973,36.0,19.9
1974,37.9,35.1
1975,33.1,21.9
1976,23.0,-7.1
1977,37.9,16.0
1978,36.0,25.9
1979,52.0,21.9
1980,36.0,19.9
1981,28.0,-0.9
1982,25.0,18.0
1983,19.0,-8.0
1984,69.1,34.0
1985,19.0,0.0
1986,43.0,25.0
1987,35.1,18.0
1988,19.9,7.0
1989,37.9,33.1
1990,41.0,23.0
1991,37.0,30.0
1992,44.1,34.0
1993,25.0,3.0
1994,42.1,34.0
1995,35.1,12.0
1996,37.9,26.6
1997,34.0,28.9
1998,37.0,19.9
1999,44.1,28.0
2000,21.9,6.1
2001,25.0,10.9
2002,39.9,21.9
2003,48.9,30.0
2004,41.0,24.3
2005,37.0,33.8
2006,50.0,36.0
2007,34.0,19.9
2008,43.0,26.1
2009,30.0,8.1
2010,36.0,9.0
2011,48.0,19.9
2012,32.0,26.1
2013,50.0,21.9
2014,35.1,23.0
2015,39.0,30.0
2016,45.0,19.2
2017,15.1,0.0
