YEAR,MAX,MIN
1947,75.4,63.3
1948,78.3,61.3
1949,66.4,53.4
1950,70.3,59.4
1951,73.4,52.3
1952,88.3,64.4
1953,60.3,37.4
1954,72.3,60.3
1955,70.3,50.4
1956,87.3,63.3
1957,74.3,59.4
1958,81.3,49.3
1959,74.3,53.1
1960,68.4,48.0
1961,77.4,63.3
1962,91.4,71.1
1963,62.4,43.3
1964,70.3,37.4
1965,81.3,55.0
1966,84.0,62.1
1967,80.1,63.0
1968,81.3,53.1
1969,80.1,59.0
1973,75.9,61.0
1974,69.1,52.0
1975,62.1,39.9
1976,84.9,56.8
1977,66.9,61.9
1978,86.0,66.9
1979,86.9,64.9
1980,81.0,60.1
1981,84.0,61.0
1982,81.0,66.0
1983,78.1,51.1
1984,86.0,57.9
1985,66.0,46.0
1986,72.0,50.0
1987,79.0,48.0
1988,84.9,59.0
1989,66.9,52.0
1990,84.9,63.0
1991,81.0,62.1
1992,78.1,48.0
1993,80.1,59.0
1994,88.0,64.9
1995,82.9,53.1
1996,64.0,48.0
1997,75.0,52.0
1998,89.1,57.0
1999,66.0,53.1
2000,79.0,46.9
2001,82.0,55.9
2002,78.1,48.9
2003,82.9,61.0
2004,84.9,57.0
2005,93.9,68.0
2006,72.0,60.1
2007,78.1,46.0
2008,75.2,68.0
2009,80.1,57.2
2010,82.9,54.0
2011,86.0,64.0
2012,86.0,55.0
2013,82.0,52.0
2014,57.0,41.0
2015,70.0,48.0
2016,84.9,54.0
2017,77.0,54.0
2018,82.0,60.1
