YEAR,MAX,MIN
1946,47.3,40.3
1947,40.3,26.4
1948,50.4,40.3
1949,68.4,35.4
1950,45.3,31.3
1951,42.4,24.4
1952,48.4,28.4
1953,57.4,25.3
1954,51.3,33.4
1955,44.4,29.3
1956,49.3,25.3
1957,33.4,24.4
1958,49.3,36.3
1959,52.3,32.0
1960,43.3,23.4
1961,50.4,25.0
1962,51.4,24.4
1963,58.3,37.0
1964,71.4,45.0
1965,46.9,27.3
1966,62.1,46.9
1967,57.4,36.0
1968,40.3,27.0
1969,46.9,44.1
1973,36.0,21.0
1974,57.9,34.0
1975,68.0,53.1
1976,55.0,32.0
1977,64.9,56.8
1978,63.0,43.0
1979,46.0,27.0
1980,62.1,43.0
1981,66.0,32.0
1982,55.9,42.1
1983,64.0,46.0
1984,64.0,44.1
1985,48.9,28.9
1986,61.0,30.0
1987,59.0,28.9
1988,51.1,33.1
1989,51.1,33.1
1990,39.9,21.9
1991,37.0,10.9
1992,52.0,30.9
1993,53.1,24.1
1994,61.0,45.0
1995,41.0,17.1
1996,39.0,33.1
1997,45.0,41.0
1998,46.0,37.9
1999,73.0,58.6
2000,48.0,32.0
2001,59.0,27.0
2002,63.0,48.9
2003,41.0,19.9
2004,53.1,31.1
2005,66.0,46.0
2006,68.0,46.0
2007,51.1,32.0
2008,39.9,32.0
2009,70.0,45.0
2010,69.1,39.0
2011,62.1,39.0
2012,55.9,33.1
2013,57.0,44.1
2014,52.0,35.1
2015,55.9,28.2
2016,63.0,41.0
2017,46.0,29.1
2018,41.0,28.9
