YEAR,MAX,MIN
1947,97.3,76.3
1948,84.0,81.0
1949,74.3,66.4
1950,90.3,66.4
1951,85.3,60.3
1952,78.3,63.3
1953,85.3,68.4
1954,90.3,66.4
1955,92.3,72.3
1956,75.4,52.3
1957,84.4,67.3
1958,78.3,64.4
1959,91.9,70.3
1960,87.1,61.3
1961,91.4,68.0
1962,83.3,55.0
1963,85.3,60.4
1964,74.3,56.3
1965,80.1,54.0
1966,80.1,55.0
1967,80.1,66.0
1968,79.3,62.4
1969,82.0,62.1
1973,80.1,68.9
1974,77.0,57.9
1975,91.9,70.0
1976,86.0,59.9
1977,91.9,63.9
1978,79.0,61.9
1979,89.1,66.9
1980,84.9,61.9
1981,75.9,51.1
1982,84.0,57.0
1983,96.1,68.0
1984,81.0,50.0
1985,70.0,64.0
1986,84.9,60.1
1987,91.0,66.9
1988,97.0,70.0
1989,81.0,57.9
1990,87.1,70.0
1991,79.0,55.9
1992,73.0,57.9
1993,81.0,57.9
1994,82.9,52.0
1995,95.0,69.1
1996,75.0,64.0
1997,77.0,60.1
1998,80.1,66.0
1999,100.0,80.1
2000,79.0,66.9
2001,90.0,64.9
2002,91.0,69.1
2003,84.0,53.1
2004,82.9,61.0
2005,86.0,59.0
2006,90.0,73.9
2007,89.1,62.1
2008,89.1,64.9
2009,81.0,59.0
2010,82.0,66.9
2011,91.0,66.9
2012,91.9,63.0
2013,75.9,57.0
2014,81.0,57.9
2015,88.0,64.9
2016,81.0,70.0
2017,84.0,62.1
2018,82.9,62.1
