YEAR,MAX,MIN
1947,37.4,21.4
1948,31.3,15.4
1949,34.3,33.4
1950,48.4,24.4
1951,38.3,30.4
1952,30.4,19.4
1953,33.4,30.4
1954,27.3,11.3
1955,36.3,19.4
1956,32.4,25.3
1957,29.3,0.3
1958,38.3,28.4
1959,24.4,3.4
1960,39.0,29.3
1961,41.4,21.0
1962,4.3,-15.0
1963,38.3,30.4
1964,20.3,5.0
1965,23.0,10.0
1966,42.1,11.3
1967,30.9,21.9
1968,29.3,8.1
1969,15.4,-2.6
1973,19.0,0.0
1974,23.0,11.8
1975,60.1,39.0
1976,27.0,5.0
1977,19.0,8.1
1978,7.0,-7.1
1979,16.0,-5.1
1980,41.0,11.8
1981,19.0,-2.0
1982,-14.1,-26.0
1983,43.0,24.1
1984,25.0,8.1
1985,25.0,12.0
1986,36.0,16.0
1987,34.0,19.9
1988,8.1,-11.9
1989,37.9,24.1
1990,42.1,28.9
1991,30.9,12.9
1992,44.1,28.0
1993,28.0,21.0
1994,30.9,14.0
1995,28.9,12.0
1996,30.9,10.9
1997,27.0,10.0
1998,30.9,7.0
1999,12.9,-4.0
2000,45.0,39.2
2001,34.0,12.0
2002,55.0,34.0
2003,45.0,18.0
2004,27.0,14.0
2005,35.1,26.2
2006,37.9,21.0
2007,33.1,18.0
2008,44.1,31.1
2009,28.9,12.0
2010,21.9,0.0
2011,33.1,9.0
2012,52.0,25.0
2013,50.0,21.9
2014,39.0,23.0
2015,19.0,-2.0
2016,39.9,6.1
2017,51.8,27.0
2018,51.8,28.0
