YEAR,MAX,MIN
1946,76.3,38.3
1947,85.3,56.3
1948,69.3,37.4
1949,61.3,43.3
1950,66.4,38.3
1951,75.4,46.4
1952,55.4,35.4
1953,78.3,51.3
1954,51.3,38.3
1955,51.3,43.3
1956,75.4,56.3
1957,66.4,55.4
1958,78.3,52.3
1959,64.4,44.1
1960,64.4,54.3
1961,71.4,37.0
1962,87.4,64.0
1963,84.4,35.4
1964,74.3,33.4
1965,74.3,57.9
1966,70.0,45.0
1967,64.0,53.1
1968,84.4,66.9
1969,53.1,32.0
1973,74.8,55.9
1974,57.0,37.0
1975,69.1,55.0
1976,70.0,50.0
1977,66.9,46.9
1978,51.1,30.9
1979,66.9,38.8
1980,64.0,44.1
1981,62.1,52.0
1982,63.0,46.9
1983,72.0,32.0
1984,70.0,62.1
1985,66.0,45.0
1986,53.1,32.0
1987,75.0,44.1
1988,75.9,44.1
1989,84.9,52.0
1990,64.0,39.0
1991,57.9,34.0
1992,64.9,47.8
1993,69.1,53.1
1994,68.0,48.0
1995,55.9,36.0
1996,77.0,51.1
1997,54.0,30.9
1998,66.0,48.9
1999,79.0,35.1
2000,73.9,53.1
2001,60.1,42.1
2002,60.1,30.2
2003,62.1,37.9
2004,55.9,46.0
2005,75.9,48.0
2006,52.0,30.9
2007,73.9,51.1
2008,69.1,52.0
2009,48.0,41.0
2010,66.0,43.0
2011,62.1,46.9
2012,60.1,44.6
2013,64.0,42.1
2014,64.9,50.0
2015,69.1,42.1
2016,69.1,37.9
2017,68.0,51.8
2018,54.0,37.0
