YEAR,MAX,MIN
1947,53.4,45.3
1948,67.3,41.4
1949,81.3,52.3
1950,79.3,43.3
1951,80.2,51.3
1952,68.4,44.4
1953,52.3,39.4
1954,67.3,41.4
1955,69.3,48.4
1956,81.3,52.3
1957,78.3,47.3
1958,85.3,52.3
1959,53.4,42.4
1960,77.4,43.0
1961,83.3,60.4
1962,86.4,66.9
1963,75.0,47.3
1964,68.4,36.0
1965,84.0,48.0
1966,57.9,42.1
1967,60.1,48.0
1968,78.4,61.0
1969,72.3,48.9
1973,56.8,34.0
1974,68.0,50.0
1975,73.9,52.0
1976,72.9,54.0
1977,82.0,56.8
1978,61.9,43.9
1979,64.9,52.9
1980,68.0,41.0
1981,62.1,45.0
1982,91.9,51.1
1983,75.9,55.0
1984,72.0,36.0
1985,84.9,48.0
1986,73.9,46.9
1987,84.0,64.9
1988,80.1,39.0
1989,64.0,45.0
1990,64.9,46.0
1991,89.1,64.0
1992,64.0,44.1
1993,79.0,39.9
1994,73.0,44.1
1995,70.0,57.0
1996,57.0,34.0
1997,54.0,45.0
1998,84.0,54.0
1999,62.1,43.0
2000,63.0,39.9
2001,68.0,37.0
2002,64.0,44.1
2003,73.0,48.9
2004,78.1,52.0
2005,73.0,48.9
2006,55.9,42.1
2007,90.0,43.0
2008,64.9,55.0
2009,70.0,53.1
2010,73.0,46.9
2011,55.9,46.0
2012,82.0,43.0
2013,90.0,51.1
2014,55.9,51.1
2015,66.0,39.9
2016,66.0,41.0
2017,82.0,46.9
2018,82.9,45.0
