YEAR,MAX,MIN
1946,60.3,51.3
1947,58.3,47.3
1948,58.3,50.4
1949,48.4,35.4
1950,59.4,38.3
1951,33.4,17.4
1952,62.4,49.3
1953,68.4,39.4
1954,42.4,25.3
1955,48.4,33.4
1956,61.3,51.3
1957,55.4,50.4
1958,53.4,37.4
1959,53.1,33.1
1960,42.4,38.3
1961,77.4,54.0
1962,50.4,24.1
1963,47.3,22.3
1964,66.4,46.9
1965,68.4,37.9
1966,35.1,28.0
1967,48.9,41.4
1968,61.0,38.3
1969,46.9,44.1
1973,50.0,41.0
1974,73.9,51.1
1975,72.0,57.0
1976,61.0,43.0
1977,71.1,55.9
1978,69.1,38.8
1979,52.9,32.9
1980,54.0,25.0
1981,64.0,48.9
1982,66.9,51.1
1983,66.0,57.0
1984,39.0,21.0
1985,57.9,45.0
1986,57.9,28.0
1987,70.0,46.9
1988,50.0,32.0
1989,54.0,30.9
1990,73.0,48.0
1991,37.9,21.9
1992,57.0,42.1
1993,48.0,23.0
1994,62.1,37.0
1995,62.1,39.0
1996,36.0,21.9
1997,46.0,35.1
1998,54.0,46.9
1999,73.0,39.0
2000,73.0,53.1
2001,66.0,52.0
2002,48.0,26.2
2003,55.0,46.0
2004,51.1,46.0
2005,66.0,37.9
2006,42.1,26.1
2007,57.0,30.9
2008,66.9,48.0
2009,59.0,32.0
2010,54.0,32.0
2011,64.9,54.0
2012,54.0,34.0
2013,48.2,39.0
2014,51.1,25.0
2015,72.0,45.0
2016,75.0,57.0
2017,51.1,36.0
2018,52.0,37.0
