YEAR,MAX,MIN
1946,66.4,38.3
1947,85.3,49.3
1948,52.3,41.4
1949,70.3,57.4
1950,72.3,34.3
1951,74.3,49.3
1952,50.4,22.5
1953,84.4,49.3
1954,62.4,35.4
1955,63.3,45.3
1956,71.2,49.3
1957,61.3,38.3
1958,76.3,54.3
1959,51.4,43.0
1960,49.3,27.0
1961,49.3,44.1
1962,62.4,36.0
1963,69.4,59.0
1964,57.4,32.4
1965,63.0,49.3
1966,64.0,43.0
1967,55.9,32.0
1968,69.4,37.9
1969,59.0,37.0
1973,66.0,37.0
1974,54.0,28.0
1975,73.0,50.0
1976,46.9,32.9
1977,73.0,45.0
1978,79.0,52.9
1979,84.0,70.0
1980,59.0,43.0
1981,71.1,41.0
1982,60.1,27.0
1983,55.9,48.0
1984,54.0,37.9
1985,63.0,50.0
1986,75.9,39.0
1987,55.9,32.0
1988,54.0,32.0
1989,55.9,34.0
1990,66.0,43.0
1991,66.0,28.9
1992,59.0,33.1
1993,59.0,39.0
1994,72.0,41.0
1995,48.9,37.9
1996,63.0,43.0
1997,48.0,37.0
1998,55.0,45.0
1999,68.0,35.1
2000,77.0,48.9
2001,68.0,45.0
2002,55.9,29.1
2003,84.9,46.0
2004,57.9,48.9
2005,57.9,45.0
2006,57.9,33.1
2007,80.1,48.0
2008,55.0,37.9
2009,69.1,48.0
2010,70.0,41.0
2011,55.0,37.9
2012,68.0,37.0
2013,61.0,36.0
2014,64.9,45.0
2015,75.0,52.0
2016,55.9,43.0
2017,78.1,51.1
2018,51.1,28.0
