YEAR,MAX,MIN
1947,28.4,21.4
1948,29.3,26.4
1949,34.3,24.4
1950,16.3,0.3
1951,33.4,26.4
1952,32.4,26.4
1953,32.4,27.3
1954,34.3,24.4
1955,48.4,32.4
1956,51.3,34.3
1957,33.4,21.4
1958,34.3,31.3
1959,49.3,32.0
1960,27.3,12.0
1961,63.3,30.0
1962,22.3,10.0
1963,40.3,13.3
1964,52.3,30.0
1965,52.0,35.1
1966,58.3,28.4
1967,41.0,32.0
1968,45.0,19.4
1969,45.3,24.1
1973,52.0,41.0
1974,68.0,43.0
1975,30.0,12.9
1976,42.1,37.9
1977,43.0,19.9
1978,27.9,9.9
1979,41.9,28.9
1980,21.0,-1.1
1981,35.1,27.0
1982,44.1,26.1
1983,64.9,23.0
1984,36.0,18.0
1985,43.0,27.0
1986,39.9,19.9
1987,51.1,30.9
1988,52.0,28.9
1989,23.0,10.9
1990,46.9,21.9
1991,51.1,28.9
1992,71.1,32.0
1993,45.0,25.0
1994,34.0,10.9
1995,27.0,7.0
1996,36.0,16.0
1997,53.6,30.0
1998,37.0,28.4
1999,43.0,30.0
2000,55.9,30.0
2001,53.1,20.1
2002,34.0,21.0
2003,34.0,15.8
2004,62.1,42.1
2005,27.0,12.9
2006,41.0,30.0
2007,42.1,28.0
2008,51.1,21.0
2009,21.9,14.0
2010,36.0,27.0
2011,43.0,22.1
2012,39.9,34.0
2013,30.9,23.0
2014,15.1,7.0
2015,33.1,10.0
2016,32.0,10.9
2017,34.0,28.9
2018,48.0,30.0
