YEAR,MAX,MIN
1947,39.4,34.3
1948,78.3,62.4
1949,57.4,30.4
1950,52.3,42.4
1951,50.4,29.3
1952,77.4,47.3
1953,42.4,29.3
1954,61.3,44.4
1955,75.4,44.4
1956,52.3,29.3
1957,79.3,48.4
1958,77.4,44.4
1959,48.9,35.4
1960,65.3,42.1
1961,60.4,30.0
1962,59.0,37.4
1963,72.3,44.1
1964,45.3,39.9
1965,64.0,37.9
1966,66.9,54.0
1967,46.9,34.0
1968,53.1,39.9
1969,50.4,37.0
1973,68.9,57.9
1974,61.9,38.8
1975,64.0,41.0
1976,79.9,50.0
1977,86.0,63.9
1978,63.0,38.8
1979,66.9,36.9
1980,72.0,37.9
1981,61.0,43.0
1982,63.0,34.0
1983,43.0,21.9
1984,54.0,33.1
1985,86.0,62.1
1986,69.1,57.0
1987,77.0,45.0
1988,52.0,28.0
1989,57.9,30.0
1990,57.0,28.0
1991,55.0,37.0
1992,70.0,59.0
1993,63.0,37.0
1994,84.0,46.0
1995,75.9,42.1
1996,75.9,51.1
1997,53.1,37.9
1998,62.1,43.0
1999,52.0,33.1
2000,57.2,46.4
2001,66.9,35.1
2002,89.1,50.0
2003,79.0,39.0
2004,86.0,52.0
2005,80.1,61.0
2006,73.9,45.0
2007,57.9,39.0
2008,75.0,45.0
2009,73.0,39.9
2010,55.9,35.1
2011,41.0,32.0
2012,73.0,39.0
2013,63.0,36.0
2014,66.0,37.0
2015,66.9,46.9
2016,82.9,46.0
2017,75.9,41.0
2018,55.0,30.2
